like1,parn,parD,parq,parLambda,simulation_0,simulation_1,simulation_2,simulation_3,simulation_4,simulation_5,simulation_6,simulation_7,simulation_8,simulation_9,simulation_10,simulation_11,simulation_12,simulation_13,chain
-20.31,0.3481,0.627,0.4863,0.007587,22.39,0.8413,0.01878,0.0003767,7.3e-06,1e-07,0.0,0.0,0.0,0.0,0.000843,0.316,4.35,9.11,0.0
1.61,0.3354,0.6304,0.4973,0.0171,18.39,0.4128,0.005524,6.646e-05,8e-07,0.0,0.0,0.0,0.0,0.0,0.003061,0.6504,5.184,6.34,1.0
-12.89,0.3137,0.6445,0.4587,0.02707,18.14,0.4678,0.007294,0.00010264,1.4e-06,0.0,0.0,0.0,0.0,0.0,0.002138,0.4312,3.498,4.54,2.0
-13.9,0.3447,0.667,0.493,0.00921,20.84,0.776,0.01784,0.0003722,7.5e-06,2e-07,0.0,0.0,0.0,0.0,0.002424,0.5254,5.11,8.46,3.0
-9.63,0.3054,0.6416,0.432,0.01614,20.78,0.7275,0.01536,0.0002925,5.36e-06,1e-07,0.0,0.0,0.0,0.0,0.001179,0.3347,3.773,6.75,4.0
-16.14,0.332,0.6245,0.4912,0.00779,19.39,0.4495,0.006176,7.62e-05,9e-07,0.0,0.0,0.0,0.0,0.0,0.003267,0.7803,6.77,8.86,0.0
-9.305,0.3228,0.6196,0.486,0.01804,17.47,0.319,0.003435,3.314e-05,3e-07,0.0,0.0,0.0,0.0,0.0,0.003857,0.7793,5.574,5.918,1.0
-18.6,0.332,0.5796,0.4587,0.01591,22.36,0.7,0.01234,0.0001928,2.9e-06,6e-08,0.0,0.0,0.0,0.0,0.0002494,0.1615,2.936,6.94,2.0
-4.82,0.3357,0.674,0.4783,0.0169,20.22,0.769,0.0182,0.0003912,8.17e-06,2e-07,0.0,0.0,0.0,0.0,0.00205,0.4175,3.936,6.43,3.0
-10.68,0.311,0.666,0.4487,0.02501,18.9,0.61,0.01216,0.0002198,3.9e-06,6e-08,0.0,0.0,0.0,0.0,0.0021,0.398,3.373,4.855,4.0
-18.11,0.3135,0.6,0.4646,0.006966,19.39,0.3867,0.004448,4.56e-05,5e-07,0.0,0.0,0.0,0.0,0.0,0.002516,0.748,7.043,9.26,0.0
-12.3,0.3264,0.6797,0.4724,0.02621,18.6,0.6147,0.01271,0.000239,4.35e-06,6e-08,0.0,0.0,0.0,6e-08,0.002592,0.4268,3.342,4.6,1.0
17.5,0.3137,0.663,0.4587,0.01591,19.14,0.571,0.01048,0.0001745,2.8e-06,6e-08,0.0,0.0,0.0,6e-08,0.003338,0.608,4.887,6.613,2.0
-16.53,0.3357,0.6353,0.4773,0.00878,21.34,0.722,0.014656,0.0002675,4.7e-06,6e-08,0.0,0.0,0.0,0.0,0.001415,0.4248,4.9,8.8,3.0
-12.49,0.3142,0.6846,0.4487,0.02557,19.22,0.7227,0.01706,0.0003672,7.7e-06,2e-07,0.0,0.0,0.0,0.0,0.002056,0.361,3.088,4.707,4.0
-24.95,0.3655,0.6113,0.4912,0.00779,24.38,1.149,0.03165,0.0007796,1.854e-05,4e-07,0.0,0.0,0.0,0.0,0.0002463,0.1454,2.9,8.375,0.0
-23.28,0.3564,0.6304,0.4734,0.01825,23.42,1.23,0.03857,0.001087,2.96e-05,8e-07,0.0,0.0,0.0,0.0,0.0002074,0.1033,1.927,5.52,1.0
12.76,0.3267,0.6177,0.4795,0.0169,18.94,0.4307,0.005764,6.91e-05,8e-07,0.0,0.0,0.0,0.0,0.0,0.002068,0.538,4.895,6.57,2.0
-27.83,0.36,0.614,0.4673,0.008766,25.75,1.5625,0.05554,0.001767,5.424e-05,1.67e-06,6e-08,0.0,0.0,0.0,0.00010306,0.07587,1.911,7.01,3.0
-8.78,0.3105,0.674,0.4478,0.02357,19.03,0.6406,0.01341,0.0002553,4.7e-06,6e-08,0.0,0.0,0.0,0.0,0.00236,0.423,3.52,5.08,4.0
-25.19,0.3105,0.6245,0.4912,0.00779,15.58,0.1923,0.001407,9.24e-06,6e-08,0.0,0.0,0.0,0.0,2e-07,0.01613,2.05,9.47,6.598,0.0
-13.47,0.3228,0.6304,0.4734,0.02759,17.98,0.4197,0.00584,7.313e-05,9e-07,0.0,0.0,0.0,0.0,0.0,0.001923,0.425,3.523,4.48,1.0
17.5,0.3137,0.663,0.4587,0.01591,19.14,0.571,0.01048,0.0001745,2.8e-06,6e-08,0.0,0.0,0.0,6e-08,0.003338,0.608,4.887,6.613,2.0
-16.61,0.345,0.668,0.4922,0.007565,21.12,0.81,0.01921,0.0004134,8.64e-06,2e-07,0.0,0.0,0.0,0.0,0.002403,0.5303,5.277,8.95,3.0
9.414,0.3003,0.688,0.436,0.014915,19.45,0.683,0.015114,0.000305,5.96e-06,1e-07,0.0,0.0,0.0,6e-08,0.003904,0.6177,4.824,6.77,4.0
-16.92,0.3381,0.6035,0.4912,0.00778,20.42,0.4944,0.006927,8.667e-05,1.1e-06,0.0,0.0,0.0,0.0,0.0,0.00158,0.539,5.95,9.266,0.0
-14.43,0.3198,0.5894,0.4744,0.009445,19.1,0.3496,0.003643,3.374e-05,3e-07,0.0,0.0,0.0,0.0,0.0,0.00212,0.685,6.594,8.53,1.0
-8.555,0.306,0.668,0.4438,0.02376,18.77,0.587,0.01136,0.0001994,3.4e-06,6e-08,0.0,0.0,0.0,0.0,0.00251,0.4507,3.65,5.047,2.0
12.62,0.343,0.674,0.498,0.01689,19.36,0.638,0.013084,0.0002438,4.4e-06,6e-08,0.0,0.0,0.0,6e-08,0.003132,0.5527,4.516,6.39,3.0
21.66,0.3076,0.6846,0.4487,0.01593,19.17,0.6406,0.01345,0.0002573,4.77e-06,6e-08,0.0,0.0,0.0,6e-08,0.004055,0.633,4.812,6.523,4.0
-21.5,0.319,0.5815,0.4912,0.00801,17.03,0.2087,0.001444,8.9e-06,6e-08,0.0,0.0,0.0,0.0,0.0,0.00501,1.231,8.6,7.87,0.0
-24.55,0.3599,0.6304,0.4734,0.0171,23.94,1.352,0.0455,0.001377,4.03e-05,1.2e-06,6e-08,0.0,0.0,0.0,0.0001677,0.0897,1.799,5.535,1.0
0.2922,0.3093,0.605,0.4587,0.01591,18.52,0.362,0.004105,4.154e-05,4e-07,0.0,0.0,0.0,0.0,0.0,0.002264,0.6123,5.395,6.74,2.0
-7.316,0.3267,0.674,0.4902,0.01689,17.73,0.4458,0.006973,9.91e-05,1.4e-06,0.0,0.0,0.0,0.0,1e-07,0.00664,0.8936,5.566,6.01,3.0
-9.23,0.3003,0.69,0.4338,0.02376,18.86,0.6665,0.014885,0.000303,6e-06,1e-07,0.0,0.0,0.0,6e-08,0.002945,0.4587,3.559,4.984,4.0
-23.92,0.354,0.6353,0.4773,0.00779,23.97,1.218,0.03705,0.001015,2.69e-05,7e-07,0.0,0.0,0.0,0.0,0.0003974,0.1791,3.098,8.34,0.0
-9.22,0.3022,0.681,0.4377,0.02396,18.77,0.6274,0.01314,0.0002506,4.65e-06,6e-08,0.0,0.0,0.0,6e-08,0.002815,0.4597,3.598,4.973,1.0
17.5,0.3137,0.663,0.4587,0.01591,19.14,0.571,0.01048,0.0001745,2.8e-06,6e-08,0.0,0.0,0.0,6e-08,0.003338,0.608,4.887,6.613,2.0
-10.336,0.328,0.6787,0.4753,0.02473,18.67,0.6123,0.01255,0.000234,4.23e-06,6e-08,0.0,0.0,0.0,6e-08,0.00273,0.451,3.527,4.844,3.0
-19.55,0.3076,0.6777,0.417,0.02382,21.53,1.144,0.03796,0.001145,3.356e-05,9.5e-07,0.0,0.0,0.0,0.0,0.0006127,0.1653,2.107,4.703,4.0
-19.19,0.332,0.6245,0.4912,0.005806,19.58,0.4585,0.006363,7.93e-05,9.5e-07,0.0,0.0,0.0,0.0,0.0,0.0034,0.82,7.184,9.5,0.0
-3.496,0.3228,0.6562,0.4617,0.0171,20.11,0.6895,0.01447,0.0002747,5.07e-06,1e-07,0.0,0.0,0.0,0.0,0.001794,0.4104,4.008,6.47,1.0
-3.305,0.3076,0.663,0.4587,0.01591,18.16,0.46,0.00718,0.00010157,1.4e-06,0.0,0.0,0.0,0.0,6e-08,0.005245,0.8115,5.543,6.37,2.0
-25.33,0.305,0.674,0.4902,0.01689,14.234,0.1934,0.001633,1.25e-05,1e-07,0.0,0.0,0.0,0.0,9e-07,0.02975,2.162,7.273,4.242,3.0
-21.14,0.3108,0.6846,0.416,0.01593,22.84,1.41,0.0547,0.001933,6.64e-05,2.26e-06,6e-08,0.0,0.0,0.0,0.0005865,0.1692,2.377,5.953,4.0
-16.6,0.332,0.607,0.4912,0.00779,19.4,0.4077,0.00498,5.43e-05,6e-07,0.0,0.0,0.0,0.0,0.0,0.0026,0.731,6.785,8.98,0.0
15.555,0.3228,0.6304,0.4734,0.0171,18.94,0.466,0.006836,9.02e-05,1.13e-06,0.0,0.0,0.0,0.0,0.0,0.00237,0.5522,4.824,6.47,1.0
-14.56,0.3215,0.658,0.4736,0.00809,19.52,0.5557,0.0097,0.0001533,2.3e-06,6e-08,0.0,0.0,0.0,6e-08,0.004395,0.8145,6.5,8.625,2.0
0.8374,0.3357,0.648,0.498,0.01689,18.36,0.4482,0.00664,8.893e-05,1.13e-06,0.0,0.0,0.0,0.0,6e-08,0.003845,0.7007,5.227,6.3,3.0
9.87,0.3079,0.6333,0.4487,0.01593,19.36,0.5127,0.00812,0.00011563,1.6e-06,0.0,0.0,0.0,0.0,0.0,0.002174,0.5225,4.785,6.78,4.0
-17.2,0.3083,0.6343,0.4563,0.006992,19.44,0.4744,0.00693,9.114e-05,1.13e-06,0.0,0.0,0.0,0.0,0.0,0.003754,0.8257,6.938,9.05,0.0
15.555,0.3228,0.6304,0.4734,0.0171,18.94,0.466,0.006836,9.02e-05,1.13e-06,0.0,0.0,0.0,0.0,0.0,0.00237,0.5522,4.824,6.47,1.0
-7.844,0.3137,0.663,0.4714,0.01591,17.77,0.421,0.00615,8.136e-05,1.1e-06,0.0,0.0,0.0,0.0,6e-08,0.006268,0.9077,5.797,6.24,2.0
20.88,0.3357,0.674,0.4902,0.01689,19.08,0.6,0.01174,0.0002087,3.6e-06,6e-08,0.0,0.0,0.0,6e-08,0.003584,0.603,4.703,6.35,3.0
-21.27,0.335,0.676,0.4487,0.01593,22.89,1.362,0.0505,0.001702,5.57e-05,1.8e-06,6e-08,0.0,0.0,0.0,0.000526,0.1635,2.373,6.0,4.0
-18.44,0.3083,0.645,0.4563,0.006016,19.52,0.507,0.00797,0.00011325,1.55e-06,0.0,0.0,0.0,0.0,6e-08,0.00437,0.8784,7.133,9.28,0.0
-13.586,0.3184,0.606,0.4714,0.00958,19.16,0.3923,0.004665,4.953e-05,5.4e-07,0.0,0.0,0.0,0.0,0.0,0.00256,0.7114,6.49,8.414,1.0
20.83,0.3418,0.652,0.4998,0.01688,19.08,0.5366,0.0092,0.0001427,2.15e-06,6e-08,0.0,0.0,0.0,0.0,0.002876,0.572,4.75,6.445,2.0
20.88,0.3357,0.674,0.4902,0.01689,19.08,0.6,0.01174,0.0002087,3.6e-06,6e-08,0.0,0.0,0.0,6e-08,0.003584,0.603,4.703,6.35,3.0
21.66,0.3076,0.6846,0.4487,0.01593,19.17,0.6406,0.01345,0.0002573,4.77e-06,6e-08,0.0,0.0,0.0,6e-08,0.004055,0.633,4.812,6.523,4.0
-17.77,0.3025,0.5977,0.4421,0.007187,20.14,0.4478,0.005722,6.515e-05,7e-07,0.0,0.0,0.0,0.0,0.0,0.001724,0.5913,6.35,9.44,0.0
-20.97,0.356,0.6934,0.4788,0.02681,21.39,1.254,0.0465,0.001575,5.186e-05,1.67e-06,6e-08,0.0,0.0,0.0,0.000585,0.1443,1.802,4.098,1.0
-32.88,0.3813,0.652,0.443,0.01688,27.31,3.477,0.2695,0.0189,0.001285,8.625e-05,5.8e-06,0.0,0.0,0.0,1.216e-05,0.01093,0.411,2.521,2.0
-3.182,0.3416,0.623,0.4902,0.01689,20.11,0.573,0.00966,0.000146,2.15e-06,6e-08,0.0,0.0,0.0,0.0,0.001257,0.379,4.11,6.688,3.0
-12.87,0.3076,0.6846,0.4287,0.01617,21.17,0.988,0.02898,0.000774,2.01e-05,5.4e-07,0.0,0.0,0.0,0.0,0.001471,0.3206,3.404,6.445,4.0
-17.14,0.337,0.565,0.4934,0.008156,19.98,0.3555,0.003492,3.03e-05,2.4e-07,0.0,0.0,0.0,0.0,0.0,0.001085,0.515,6.25,9.34,0.0
-10.71,0.3271,0.6963,0.4788,0.02444,18.19,0.595,0.012375,0.000235,4.35e-06,6e-08,0.0,0.0,0.0,6e-08,0.004166,0.5566,3.809,4.78,1.0
-21.08,0.3418,0.652,0.4763,0.006245,22.52,0.974,0.02567,0.000612,1.41e-05,3e-07,0.0,0.0,0.0,0.0,0.001147,0.3506,4.477,9.336,2.0
-21.86,0.3357,0.557,0.4663,0.00933,22.97,0.6274,0.00936,0.000123,1.55e-06,0.0,0.0,0.0,0.0,0.0,0.0002178,0.1823,3.7,8.99,3.0
17.47,0.3137,0.663,0.4583,0.0159,19.17,0.574,0.010605,0.0001774,2.86e-06,6e-08,0.0,0.0,0.0,6e-08,0.003292,0.603,4.867,6.62,4.0
-18.39,0.3445,0.5376,0.494,0.00918,21.25,0.3872,0.003752,3.177e-05,2.4e-07,0.0,0.0,0.0,0.0,0.0,0.0003612,0.2915,4.984,9.43,0.0
11.2,0.3008,0.6304,0.4417,0.01611,18.98,0.4658,0.006817,8.965e-05,1.13e-06,0.0,0.0,0.0,0.0,0.0,0.002472,0.574,5.0,6.688,1.0
-28.28,0.3613,0.5693,0.4705,0.010376,25.98,1.264,0.03415,0.0008154,1.866e-05,4e-07,0.0,0.0,0.0,0.0,4.58e-05,0.055,1.737,6.875,2.0
0.747,0.3357,0.5273,0.4902,0.01689,19.33,0.2622,0.0018635,1.15e-05,6e-08,0.0,0.0,0.0,0.0,0.0,0.000436,0.3218,4.66,7.152,3.0
-7.02,0.3127,0.6455,0.4556,0.02327,18.67,0.508,0.00836,0.0001243,1.8e-06,0.0,0.0,0.0,0.0,0.0,0.00215,0.4507,3.824,5.203,4.0
-25.92,0.337,0.565,0.4556,0.006996,24.61,0.8867,0.01764,0.0003097,5.2e-06,6e-08,0.0,0.0,0.0,0.0,0.0001272,0.12225,3.0,9.086,0.0
11.72,0.317,0.6304,0.4658,0.0171,18.81,0.453,0.006504,8.39e-05,1.1e-06,0.0,0.0,0.0,0.0,0.0,0.002518,0.574,4.91,6.44,1.0
-7.89,0.3225,0.6655,0.4702,0.02339,18.53,0.548,0.01,0.0001656,2.7e-06,6e-08,0.0,0.0,0.0,6e-08,0.002804,0.4917,3.844,5.094,2.0
16.5,0.333,0.6987,0.484,0.01588,19.33,0.7085,0.01653,0.0003521,7.33e-06,2e-07,0.0,0.0,0.0,6e-08,0.0043,0.623,4.68,6.496,3.0
-0.1412,0.3086,0.663,0.4583,0.01617,18.34,0.4805,0.007755,0.0001134,1.6e-06,0.0,0.0,0.0,0.0,6e-08,0.004745,0.7593,5.363,6.375,4.0
-18.16,0.3132,0.574,0.4585,0.00733,20.08,0.3818,0.00406,3.82e-05,3.6e-07,0.0,0.0,0.0,0.0,0.0,0.001266,0.546,6.39,9.55,0.0
11.414,0.317,0.6494,0.4658,0.0171,18.78,0.497,0.008,0.00011635,1.6e-06,0.0,0.0,0.0,0.0,0.0,0.003164,0.6133,4.902,6.35,1.0
-21.1,0.3577,0.6724,0.4797,0.0167,22.8,1.325,0.0479,0.001573,5.01e-05,1.6e-06,6e-08,0.0,0.0,0.0,0.0005083,0.1605,2.336,5.87,2.0
-26.08,0.3645,0.649,0.4685,0.02646,23.45,1.574,0.06415,0.002363,8.434e-05,3e-06,1e-07,0.0,0.0,0.0,0.0001073,0.0531,1.081,3.562,3.0
-19.6,0.3137,0.588,0.4583,0.00613,20.31,0.4314,0.00521,5.59e-05,6e-07,0.0,0.0,0.0,0.0,0.0,0.001506,0.5767,6.52,9.875,4.0
-16.61,0.317,0.574,0.4585,0.00878,20.62,0.4348,0.005123,5.34e-05,5.4e-07,0.0,0.0,0.0,0.0,0.0,0.0008974,0.429,5.562,9.2,0.0
7.875,0.3389,0.6597,0.4976,0.01807,18.72,0.5234,0.008995,0.00014,2.1e-06,6e-08,0.0,0.0,0.0,6e-08,0.003422,0.6104,4.723,6.105,1.0
-14.59,0.342,0.589,0.4937,0.00987,20.61,0.48,0.00636,7.49e-05,8.3e-07,0.0,0.0,0.0,0.0,0.0,0.0010395,0.431,5.305,8.766,2.0
12.83,0.3105,0.671,0.456,0.01689,18.81,0.559,0.01031,0.0001725,2.8e-06,6e-08,0.0,0.0,0.0,6e-08,0.00395,0.649,4.883,6.316,3.0
-10.42,0.3137,0.663,0.442,0.0159,20.88,0.83,0.02032,0.0004508,9.7e-06,2e-07,0.0,0.0,0.0,0.0,0.001423,0.3457,3.701,6.68,4.0
-15.516,0.3406,0.565,0.4934,0.0096,20.48,0.4011,0.004337,4.137e-05,3.6e-07,0.0,0.0,0.0,0.0,0.0,0.0007854,0.4104,5.477,9.01,0.0
9.16,0.3242,0.6494,0.4775,0.0171,18.7,0.4893,0.00778,0.00011176,1.55e-06,0.0,0.0,0.0,0.0,0.0,0.003273,0.627,4.95,6.336,1.0
-13.55,0.3516,0.6724,0.4895,0.01668,21.25,0.9517,0.02647,0.000669,1.64e-05,4e-07,0.0,0.0,0.0,0.0,0.00121,0.2942,3.297,6.38,2.0
-10.9,0.3357,0.674,0.4902,0.009605,19.78,0.6455,0.01309,0.0002414,4.35e-06,6e-08,0.0,0.0,0.0,6e-08,0.004147,0.7236,5.85,8.195,3.0
11.36,0.3232,0.6836,0.469,0.01573,19.45,0.677,0.01477,0.0002937,5.66e-06,1e-07,0.0,0.0,0.0,6e-08,0.00354,0.5835,4.656,6.61,4.0
-16.12,0.3406,0.536,0.4934,0.00986,20.5,0.331,0.002838,2.12e-05,2e-07,0.0,0.0,0.0,0.0,0.0,0.0004728,0.3489,5.39,9.164,0.0
15.63,0.3228,0.6494,0.47,0.0171,19.27,0.5527,0.009636,0.0001519,2.3e-06,6e-08,0.0,0.0,0.0,0.0,0.00252,0.5293,4.586,6.438,1.0
21.02,0.3418,0.681,0.4998,0.01662,19.02,0.6123,0.01235,0.0002266,4.05e-06,6e-08,0.0,0.0,0.0,6e-08,0.00402,0.634,4.78,6.367,2.0
-15.5,0.3518,0.6997,0.4846,0.01646,21.53,1.154,0.03937,0.001228,3.725e-05,1.13e-06,6e-08,0.0,0.0,0.0,0.001338,0.281,3.068,6.203,3.0
-20.02,0.3137,0.663,0.4583,0.00453,20.28,0.6436,0.01257,0.0002227,3.8e-06,6e-08,0.0,0.0,0.0,6e-08,0.00413,0.801,6.848,9.85,4.0
-14.85,0.3345,0.529,0.4934,0.01015,19.34,0.2476,0.001664,9.7e-06,6e-08,0.0,0.0,0.0,0.0,0.0,0.0006895,0.464,6.21,8.87,0.0
3.008,0.301,0.6343,0.435,0.01651,19.73,0.5615,0.00957,0.0001466,2.15e-06,6e-08,0.0,0.0,0.0,0.0,0.001766,0.4514,4.414,6.695,1.0
-4.137,0.3428,0.597,0.497,0.02228,19.12,0.4236,0.00539,6.11e-05,6.6e-07,0.0,0.0,0.0,0.0,0.0,0.00102,0.3518,3.783,5.62,2.0
-11.695,0.3296,0.546,0.4849,0.01146,19.39,0.286,0.002266,1.574e-05,1e-07,0.0,0.0,0.0,0.0,0.0,0.000836,0.467,5.85,8.39,3.0
-20.48,0.3137,0.663,0.4583,0.004192,20.33,0.6455,0.012634,0.0002242,3.9e-06,6e-08,0.0,0.0,0.0,6e-08,0.00416,0.8076,6.914,9.98,4.0
-16.1,0.3406,0.536,0.4934,0.00988,20.5,0.3308,0.002834,2.12e-05,2e-07,0.0,0.0,0.0,0.0,0.0,0.0004733,0.349,5.39,9.16,0.0
15.63,0.3228,0.6494,0.47,0.0171,19.27,0.5527,0.009636,0.0001519,2.3e-06,6e-08,0.0,0.0,0.0,0.0,0.00252,0.5293,4.586,6.438,1.0
-23.38,0.3604,0.69,0.4734,0.01747,23.3,1.638,0.0727,0.002941,0.0001157,4.53e-06,2e-07,0.0,0.0,0.0,0.0003974,0.123,1.895,5.27,2.0
17.73,0.3281,0.685,0.4805,0.01588,19.0,0.618,0.012634,0.0002354,4.3e-06,6e-08,0.0,0.0,0.0,6e-08,0.00443,0.6694,4.938,6.5,3.0
-3.76,0.3147,0.6147,0.4636,0.02158,18.33,0.3904,0.00488,5.46e-05,6e-07,0.0,0.0,0.0,0.0,0.0,0.00197,0.4988,4.35,5.555,4.0
-18.66,0.348,0.536,0.4949,0.00988,21.64,0.4175,0.004272,3.82e-05,3e-07,0.0,0.0,0.0,0.0,0.0,0.000279,0.2458,4.535,9.21,0.0
19.5,0.3289,0.6567,0.4797,0.01685,19.19,0.5645,0.010155,0.0001655,2.6e-06,6e-08,0.0,0.0,0.0,0.0,0.002857,0.5586,4.668,6.45,1.0
-17.69,0.3467,0.5435,0.4968,0.00961,21.22,0.4019,0.00408,3.63e-05,3e-07,0.0,0.0,0.0,0.0,0.0,0.0003943,0.2966,4.918,9.24,2.0
-6.03,0.326,0.625,0.4785,0.02275,18.38,0.4224,0.005756,7.04e-05,8.3e-07,0.0,0.0,0.0,0.0,0.0,0.002024,0.478,4.105,5.324,3.0
-5.016,0.3137,0.663,0.469,0.0159,18.02,0.4463,0.00681,9.42e-05,1.25e-06,0.0,0.0,0.0,0.0,6e-08,0.005573,0.8438,5.63,6.33,4.0
-17.89,0.3406,0.536,0.4934,0.00869,20.62,0.3347,0.002884,2.17e-05,2e-07,0.0,0.0,0.0,0.0,0.0,0.0004847,0.3596,5.586,9.55,0.0
-16.39,0.3528,0.6714,0.4854,0.01746,21.67,1.048,0.03143,0.000857,2.265e-05,6e-07,0.0,0.0,0.0,0.0,0.0009,0.2388,2.906,6.098,1.0
-23.16,0.36,0.681,0.4749,0.01662,23.34,1.562,0.06537,0.002493,9.23e-05,3.4e-06,1e-07,0.0,0.0,0.0,0.0003903,0.1277,2.002,5.535,2.0
20.88,0.3357,0.674,0.4902,0.01689,19.08,0.6,0.01174,0.0002087,3.6e-06,6e-08,0.0,0.0,0.0,6e-08,0.003584,0.603,4.703,6.35,3.0
-17.17,0.3254,0.5425,0.4722,0.00893,20.48,0.3416,0.003052,2.39e-05,2e-07,0.0,0.0,0.0,0.0,0.0,0.0005693,0.3828,5.64,9.39,4.0
-22.8,0.3586,0.536,0.4934,0.01102,23.47,0.61,0.008415,0.0001013,1.2e-06,0.0,0.0,0.0,0.0,0.0,0.0001048,0.12445,3.094,8.47,0.0
-16.38,0.3525,0.6714,0.4854,0.01746,21.67,1.047,0.03137,0.000855,2.26e-05,6e-07,0.0,0.0,0.0,0.0,0.0009017,0.2391,2.908,6.098,1.0
13.836,0.3418,0.6685,0.4998,0.015434,19.17,0.587,0.011116,0.0001912,3.2e-06,6e-08,0.0,0.0,0.0,6e-08,0.003582,0.627,4.957,6.695,2.0
16.78,0.3247,0.6533,0.4731,0.0171,19.23,0.56,0.00995,0.0001599,2.5e-06,6e-08,0.0,0.0,0.0,0.0,0.002668,0.54,4.598,6.414,3.0
-4.188,0.3096,0.621,0.4556,0.0218,18.36,0.408,0.005352,6.294e-05,7e-07,0.0,0.0,0.0,0.0,0.0,0.00207,0.4988,4.29,5.5,4.0
-22.45,0.3535,0.5303,0.4885,0.010666,23.27,0.5605,0.007107,7.856e-05,8.3e-07,0.0,0.0,0.0,0.0,0.0,0.00010836,0.1329,3.281,8.7,0.0
-1.396,0.3289,0.5117,0.4797,0.01685,19.42,0.2374,0.001485,8.05e-06,6e-08,0.0,0.0,0.0,0.0,0.0,0.0003111,0.2866,4.594,7.285,1.0
-23.14,0.3599,0.681,0.4749,0.01662,23.34,1.56,0.06525,0.002485,9.19e-05,3.34e-06,1e-07,0.0,0.0,0.0,0.0003917,0.128,2.004,5.54,2.0
20.88,0.3357,0.674,0.4902,0.01689,19.08,0.6,0.01174,0.0002087,3.6e-06,6e-08,0.0,0.0,0.0,6e-08,0.003584,0.603,4.703,6.35,3.0
17.47,0.3137,0.663,0.4583,0.0159,19.17,0.574,0.010605,0.0001774,2.86e-06,6e-08,0.0,0.0,0.0,6e-08,0.003292,0.603,4.867,6.62,4.0
-16.88,0.3457,0.542,0.4983,0.00966,20.86,0.3706,0.003525,2.94e-05,2.4e-07,0.0,0.0,0.0,0.0,0.0,0.0004551,0.3284,5.18,9.21,0.0
-15.016,0.3374,0.546,0.4866,0.010765,20.7,0.3735,0.003626,3.09e-05,2.4e-07,0.0,0.0,0.0,0.0,0.0,0.000483,0.329,5.035,8.83,1.0
-0.771,0.3418,0.5156,0.4998,0.01662,19.27,0.2365,0.0014925,8.17e-06,6e-08,0.0,0.0,0.0,0.0,0.0,0.0003648,0.3105,4.74,7.285,2.0
-14.09,0.3389,0.5566,0.4888,0.01105,20.62,0.3982,0.004196,3.89e-05,3.6e-07,0.0,0.0,0.0,0.0,0.0,0.0005856,0.3486,5.023,8.66,3.0
-1.354,0.3018,0.663,0.4487,0.0159,18.3,0.474,0.007572,0.0001096,1.55e-06,0.0,0.0,0.0,0.0,6e-08,0.00493,0.781,5.453,6.414,4.0
-20.19,0.3533,0.542,0.4983,0.00933,22.16,0.4807,0.005585,5.68e-05,5.4e-07,0.0,0.0,0.0,0.0,0.0,0.0002522,0.222,4.277,9.3,0.0
12.664,0.3289,0.6777,0.4797,0.01767,19.05,0.6147,0.01238,0.0002269,4.05e-06,6e-08,0.0,0.0,0.0,6e-08,0.003584,0.588,4.55,6.168,1.0
16.92,0.3418,0.6987,0.4998,0.01666,18.95,0.6587,0.014565,0.0002942,5.8e-06,1e-07,0.0,0.0,0.0,1e-07,0.004852,0.6685,4.77,6.277,2.0
-27.16,0.3628,0.572,0.4763,0.01163,25.4,1.167,0.02985,0.000675,1.466e-05,3e-07,0.0,0.0,0.0,0.0,5.91e-05,0.0643,1.865,6.848,3.0
15.516,0.3198,0.6704,0.468,0.01562,19.11,0.586,0.011154,0.0001926,3.2e-06,6e-08,0.0,0.0,0.0,6e-08,0.003716,0.6353,4.957,6.64,4.0
-16.27,0.3457,0.5713,0.4983,0.00938,20.81,0.4453,0.005306,5.585e-05,5.4e-07,0.0,0.0,0.0,0.0,0.0,0.0007534,0.3865,5.273,9.07,0.0
22.11,0.3342,0.6626,0.4878,0.0166,19.14,0.574,0.01061,0.0001777,2.86e-06,6e-08,0.0,0.0,0.0,6e-08,0.00317,0.5845,4.74,6.47,1.0
-17.08,0.3557,0.681,0.4875,0.01662,21.86,1.131,0.03665,0.001081,3.1e-05,9e-07,0.0,0.0,0.0,0.0,0.0009418,0.2385,2.893,6.19,2.0
-25.47,0.3638,0.6914,0.4683,0.0176,23.94,1.914,0.09674,0.00446,0.0001999,8.9e-06,4e-07,0.0,0.0,0.0,0.000257,0.0886,1.534,4.812,3.0
19.95,0.3137,0.6753,0.4583,0.0159,19.12,0.6064,0.01197,0.0002148,3.76e-06,6e-08,0.0,0.0,0.0,6e-08,0.003782,0.628,4.863,6.562,4.0
-28.47,0.3828,0.5713,0.4983,0.00938,26.1,1.288,0.03537,0.0008583,2e-05,5e-07,0.0,0.0,0.0,0.0,4.816e-05,0.057,1.792,7.105,0.0
13.38,0.3342,0.6626,0.4878,0.01779,19.03,0.5674,0.01042,0.0001734,2.8e-06,6e-08,0.0,0.0,0.0,6e-08,0.003096,0.567,4.57,6.203,1.0
2.104,0.3418,0.5435,0.4998,0.01662,19.28,0.2903,0.002346,1.66e-05,1e-07,0.0,0.0,0.0,0.0,0.0,0.0006094,0.3625,4.76,7.1,2.0
-22.89,0.3594,0.678,0.4749,0.01749,23.2,1.511,0.06146,0.002275,8.18e-05,2.9e-06,1e-07,0.0,0.0,0.0,0.0003877,0.1276,1.985,5.418,3.0
