like1,parn,parD,parq,parLambda,simulation_0,simulation_1,simulation_2,simulation_3,simulation_4,simulation_5,simulation_6,simulation_7,simulation_8,simulation_9,simulation_10,simulation_11,simulation_12,simulation_13,chain
-27.95,0.3203,0.6606,0.404,0.01675,25.08,2.068,0.1048,0.00481,0.000214,9.4e-06,4e-07,0.0,0.0,0.0,0.0001007,0.0524,1.188,4.508,0.0
20.45,0.316,0.682,0.4602,0.01616,19.23,0.643,0.01347,0.000257,4.77e-06,6e-08,0.0,0.0,0.0,6e-08,0.003773,0.6084,4.723,6.492,1.0
17.9,0.337,0.6978,0.492,0.01677,19.03,0.6675,0.01489,0.0003035,6e-06,1e-07,0.0,0.0,0.0,6e-08,0.004623,0.6494,4.703,6.273,2.0
-15.5,0.3215,0.6123,0.4922,0.0175,16.62,0.25,0.002197,1.73e-05,1e-07,0.0,0.0,0.0,0.0,6e-08,0.005295,0.984,6.21,5.688,3.0
14.45,0.3384,0.6294,0.4958,0.01642,19.08,0.4736,0.007004,9.31e-05,1.2e-06,0.0,0.0,0.0,0.0,0.0,0.002298,0.5483,4.88,6.645,4.0
0.1525,0.3018,0.677,0.433,0.01677,19.88,0.725,0.0165,0.0003417,6.85e-06,1e-07,0.0,0.0,0.0,0.0,0.002535,0.4749,4.184,6.44,0.0
-4.266,0.3223,0.6606,0.4602,0.01616,20.23,0.716,0.015564,0.0003064,5.84e-06,1e-07,0.0,0.0,0.0,0.0,0.00188,0.4204,4.094,6.664,1.0
4.582,0.3333,0.692,0.4866,0.01869,18.86,0.637,0.013626,0.0002658,5.07e-06,1e-07,0.0,0.0,0.0,6e-08,0.004204,0.61,4.445,5.887,2.0
-16.1,0.3354,0.6123,0.4653,0.0178,21.69,0.7627,0.01569,0.0002885,5.1e-06,1e-07,0.0,0.0,0.0,0.0,0.0004647,0.2019,2.98,6.383,3.0
-31.28,0.3696,0.5825,0.4558,0.01642,27.08,1.97,0.0809,0.002947,0.0001032,3.6e-06,1e-07,0.0,0.0,0.0,1.25e-05,0.01799,0.7373,3.973,4.0
14.625,0.3003,0.6436,0.4387,0.01782,19.02,0.5117,0.00832,0.0001222,1.7e-06,0.0,0.0,0.0,0.0,0.0,0.002527,0.539,4.61,6.277,0.0
-26.14,0.354,0.6245,0.4602,0.01616,24.6,1.484,0.05307,0.001704,5.287e-05,1.6e-06,6e-08,0.0,0.0,0.0,0.00011355,0.0706,1.595,5.434,1.0
4.176,0.3333,0.624,0.4822,0.01773,19.6,0.5215,0.00822,0.0001163,1.6e-06,0.0,0.0,0.0,0.0,0.0,0.001549,0.428,4.285,6.46,2.0
-29.11,0.365,0.586,0.463,0.01723,25.92,1.579,0.05453,0.001673,4.935e-05,1.43e-06,6e-08,0.0,0.0,0.0,2.82e-05,0.03195,1.057,4.652,3.0
15.65,0.3115,0.67,0.4539,0.0158,19.3,0.612,0.012024,0.0002145,3.7e-06,6e-08,0.0,0.0,0.0,6e-08,0.003342,0.5923,4.785,6.633,4.0
15.5,0.3215,0.6787,0.47,0.01732,18.98,0.6074,0.01214,0.0002208,3.9e-06,6e-08,0.0,0.0,0.0,6e-08,0.003819,0.6123,4.66,6.23,0.0
15.01,0.3176,0.615,0.4648,0.01706,19.1,0.4407,0.005966,7.236e-05,8.3e-07,0.0,0.0,0.0,0.0,0.0,0.0018425,0.504,4.758,6.58,1.0
9.414,0.3284,0.6616,0.4775,0.01539,19.44,0.602,0.01147,0.0001979,3.34e-06,6e-08,0.0,0.0,0.0,0.0,0.00295,0.568,4.79,6.78,2.0
13.58,0.3354,0.6577,0.4922,0.0172,18.84,0.5273,0.00905,0.0001405,2.1e-06,6e-08,0.0,0.0,0.0,6e-08,0.003344,0.613,4.83,6.312,3.0
-25.33,0.3496,0.667,0.4539,0.0158,24.17,1.711,0.0749,0.002974,0.00011456,4.35e-06,2e-07,0.0,0.0,0.0,0.000223,0.0921,1.706,5.375,4.0
-25.45,0.3167,0.671,0.4102,0.01558,24.22,1.762,0.0795,0.00326,0.0001297,5.1e-06,2e-07,0.0,0.0,0.0,0.000228,0.09186,1.692,5.36,0.0
-19.33,0.3093,0.617,0.4229,0.0167,22.47,0.913,0.0218,0.0004668,9.66e-06,2e-07,0.0,0.0,0.0,0.0,0.0003543,0.1647,2.678,6.414,1.0
20.78,0.3403,0.7,0.4963,0.01564,19.16,0.6846,0.01559,0.0003242,6.56e-06,1e-07,0.0,0.0,0.0,1e-07,0.00477,0.6665,4.844,6.52,2.0
7.01,0.3162,0.5864,0.4656,0.0184,18.67,0.344,0.003597,3.34e-05,3e-07,0.0,0.0,0.0,0.0,0.0,0.001398,0.478,4.777,6.355,3.0
12.33,0.3425,0.697,0.4993,0.014854,19.28,0.6875,0.01557,0.0003219,6.5e-06,1e-07,0.0,0.0,0.0,6e-08,0.004585,0.6636,4.93,6.723,4.0
8.8,0.3015,0.6196,0.4382,0.01675,19.44,0.4863,0.007168,9.47e-05,1.2e-06,0.0,0.0,0.0,0.0,0.0,0.001682,0.467,4.582,6.68,0.0
-21.34,0.311,0.585,0.4224,0.0172,23.02,0.846,0.01762,0.0003257,5.8e-06,1e-07,0.0,0.0,0.0,0.0,0.000169,0.1175,2.37,6.336,1.0
20.34,0.3403,0.6953,0.4963,0.01564,19.17,0.672,0.01494,0.0003033,5.96e-06,1e-07,0.0,0.0,0.0,6e-08,0.004543,0.6567,4.844,6.54,2.0
12.164,0.3215,0.698,0.4705,0.0172,18.88,0.649,0.01419,0.0002832,5.5e-06,1e-07,0.0,0.0,0.0,1e-07,0.004837,0.665,4.715,6.16,3.0
1.658,0.3342,0.6494,0.4854,0.014366,19.66,0.5854,0.0106,0.0001732,2.74e-06,6e-08,0.0,0.0,0.0,0.0,0.002512,0.545,4.883,7.1,4.0
9.34,0.3037,0.6606,0.4424,0.01525,19.4,0.592,0.0111,0.0001886,3.1e-06,6e-08,0.0,0.0,0.0,0.0,0.002998,0.5776,4.85,6.81,0.0
7.14,0.3005,0.615,0.4368,0.01663,19.5,0.4788,0.006897,8.9e-05,1.13e-06,0.0,0.0,0.0,0.0,0.0,0.001567,0.456,4.582,6.734,1.0
-1.446,0.3403,0.6953,0.4868,0.01564,20.03,0.8105,0.0208,0.000487,1.11e-05,2.4e-07,0.0,0.0,0.0,6e-08,0.00299,0.499,4.246,6.613,2.0
-3.27,0.3154,0.647,0.4705,0.0172,18.06,0.4202,0.00592,7.54e-05,9.5e-07,0.0,0.0,0.0,0.0,6e-08,0.00425,0.7466,5.344,6.164,3.0
4.547,0.3274,0.668,0.4758,0.01449,19.55,0.6294,0.01253,0.0002265,4e-06,6e-08,0.0,0.0,0.0,6e-08,0.00316,0.586,4.895,6.973,4.0
14.27,0.3083,0.6143,0.4517,0.01782,19.0,0.4333,0.00579,6.93e-05,8e-07,0.0,0.0,0.0,0.0,0.0,0.001814,0.4963,4.664,6.402,0.0
10.23,0.3193,0.615,0.4648,0.01706,19.38,0.4685,0.00664,8.434e-05,1e-06,0.0,0.0,0.0,0.0,0.0,0.001615,0.4626,4.574,6.62,1.0
13.95,0.3403,0.6953,0.4963,0.01724,19.02,0.6616,0.01459,0.0002937,5.8e-06,1e-07,0.0,0.0,0.0,6e-08,0.004402,0.6313,4.617,6.184,2.0
-13.35,0.3071,0.673,0.428,0.01733,21.16,0.943,0.02611,0.000657,1.603e-05,4e-07,0.0,0.0,0.0,0.0,0.001212,0.292,3.246,6.24,3.0
21.66,0.327,0.698,0.4775,0.01617,19.05,0.667,0.01486,0.0003023,5.96e-06,1e-07,0.0,0.0,0.0,1e-07,0.004784,0.6675,4.812,6.395,4.0
-17.73,0.3096,0.6636,0.424,0.01675,22.03,1.072,0.03217,0.000875,2.307e-05,6e-07,0.0,0.0,0.0,0.0,0.0007277,0.2156,2.82,6.223,0.0
-9.26,0.3264,0.5737,0.4648,0.01706,20.66,0.4795,0.006214,7.12e-05,8e-07,0.0,0.0,0.0,0.0,0.0,0.0004945,0.2632,3.783,6.926,1.0
10.195,0.3284,0.6665,0.4775,0.01539,19.42,0.6143,0.012,0.0002127,3.64e-06,6e-08,0.0,0.0,0.0,6e-08,0.003117,0.5776,4.793,6.758,2.0
9.234,0.3025,0.6304,0.4438,0.01839,18.8,0.4568,0.00662,8.625e-05,1.1e-06,0.0,0.0,0.0,0.0,0.0,0.002348,0.5405,4.664,6.18,3.0
12.49,0.3396,0.6855,0.495,0.01505,19.3,0.6533,0.01391,0.0002697,5.07e-06,1e-07,0.0,0.0,0.0,6e-08,0.004074,0.64,4.91,6.73,4.0
10.1,0.3035,0.6406,0.4424,0.0157,19.34,0.5283,0.00869,0.0001289,1.85e-06,0.0,0.0,0.0,0.0,0.0,0.00241,0.5435,4.836,6.793,0.0
-24.56,0.3176,0.5703,0.423,0.01706,24.1,0.956,0.0211,0.0004115,7.7e-06,1e-07,0.0,0.0,0.0,0.0,7.59e-05,0.0734,1.876,6.027,1.0
20.34,0.3403,0.6953,0.4963,0.01564,19.17,0.672,0.01494,0.0003033,5.96e-06,1e-07,0.0,0.0,0.0,6e-08,0.004543,0.6567,4.844,6.54,2.0
-23.7,0.3335,0.5967,0.4438,0.01944,23.55,1.051,0.02692,0.0006146,1.353e-05,3e-07,0.0,0.0,0.0,0.0,0.0001187,0.0831,1.812,5.44,3.0
11.88,0.327,0.698,0.48,0.01617,18.81,0.6333,0.01355,0.0002651,5.07e-06,1e-07,0.0,0.0,0.0,1e-07,0.005352,0.718,4.973,6.35,4.0
9.2,0.3162,0.6475,0.46,0.01566,19.44,0.5596,0.00977,0.0001541,2.4e-06,6e-08,0.0,0.0,0.0,0.0,0.002508,0.541,4.77,6.785,0.0
-19.67,0.3176,0.696,0.495,0.01706,15.836,0.3198,0.0041,4.8e-05,5.4e-07,0.0,0.0,0.0,0.0,6e-07,0.01862,1.543,6.535,5.074,1.0
-13.58,0.3496,0.6216,0.491,0.014755,21.38,0.724,0.01449,0.0002599,4.53e-06,6e-08,0.0,0.0,0.0,0.0,0.0007687,0.2812,3.672,7.164,2.0
-0.686,0.307,0.5474,0.4438,0.01927,19.64,0.3318,0.003021,2.414e-05,2e-07,0.0,0.0,0.0,0.0,0.0,0.0004592,0.2854,4.023,6.53,3.0
14.92,0.315,0.6636,0.4585,0.01593,19.31,0.5947,0.01128,0.000194,3.2e-06,6e-08,0.0,0.0,0.0,6e-08,0.00307,0.575,4.758,6.637,4.0
12.12,0.3225,0.672,0.469,0.01556,19.39,0.629,0.01266,0.0002315,4.1e-06,6e-08,0.0,0.0,0.0,6e-08,0.003302,0.585,4.766,6.69,0.0
-3.309,0.3176,0.615,0.4648,0.01334,19.45,0.4575,0.00631,7.796e-05,9.5e-07,0.0,0.0,0.0,0.0,0.0,0.001986,0.553,5.32,7.492,1.0
-7.62,0.3403,0.6953,0.4812,0.01564,20.55,0.9043,0.02524,0.0006433,1.6e-05,4e-07,0.0,0.0,0.0,6e-08,0.002317,0.4204,3.893,6.598,2.0
10.69,0.3184,0.6304,0.4663,0.01839,18.89,0.4675,0.006893,9.143e-05,1.2e-06,0.0,0.0,0.0,0.0,0.0,0.002234,0.5234,4.598,6.2,3.0
4.57,0.327,0.698,0.4775,0.01855,18.83,0.6514,0.014336,0.0002882,5.66e-06,1e-07,0.0,0.0,0.0,6e-08,0.00456,0.629,4.48,5.883,4.0
9.66,0.3105,0.6826,0.452,0.01489,19.4,0.658,0.01401,0.0002713,5.1e-06,1e-07,0.0,0.0,0.0,6e-08,0.003801,0.62,4.875,6.793,0.0
14.97,0.3064,0.6177,0.449,0.01752,18.97,0.438,0.005947,7.236e-05,8.3e-07,0.0,0.0,0.0,0.0,0.0,0.00195,0.514,4.74,6.45,1.0
20.34,0.3403,0.6953,0.4963,0.01564,19.17,0.672,0.01494,0.0003033,5.96e-06,1e-07,0.0,0.0,0.0,6e-08,0.004543,0.6567,4.844,6.54,2.0
10.484,0.3381,0.662,0.4958,0.01787,18.81,0.541,0.00958,0.0001537,2.4e-06,6e-08,0.0,0.0,0.0,6e-08,0.00339,0.602,4.695,6.152,3.0
16.52,0.3293,0.662,0.483,0.0168,18.9,0.546,0.00969,0.000156,2.44e-06,6e-08,0.0,0.0,0.0,6e-08,0.003473,0.6196,4.855,6.39,4.0
1.322,0.3008,0.6606,0.4424,0.01942,18.53,0.5127,0.008705,0.000134,2e-06,0.0,0.0,0.0,0.0,6e-08,0.00344,0.6006,4.566,5.812,0.0
7.082,0.3357,0.619,0.494,0.01846,18.67,0.4175,0.0055,6.497e-05,7e-07,0.0,0.0,0.0,0.0,0.0,0.002153,0.538,4.74,6.19,1.0
-13.04,0.3499,0.665,0.4883,0.01707,21.16,0.9014,0.0237,0.000565,1.305e-05,3e-07,0.0,0.0,0.0,0.0,0.001154,0.2932,3.314,6.344,2.0
9.64,0.341,0.619,0.4978,0.01863,19.1,0.4602,0.006535,8.32e-05,1e-06,0.0,0.0,0.0,0.0,0.0,0.001747,0.4685,4.438,6.234,3.0
4.914,0.3025,0.697,0.4365,0.01523,19.7,0.7554,0.01839,0.0004091,8.8e-06,2e-07,0.0,0.0,0.0,6e-08,0.003681,0.572,4.562,6.688,4.0
20.44,0.3035,0.6606,0.4424,0.01675,19.19,0.574,0.01056,0.000176,2.86e-06,6e-08,0.0,0.0,0.0,6e-08,0.00301,0.569,4.684,6.45,0.0
-23.44,0.3135,0.586,0.4194,0.018,23.61,0.971,0.02266,0.0004694,9.36e-06,2e-07,0.0,0.0,0.0,0.0,0.00011396,0.08777,1.97,5.87,1.0
20.34,0.3403,0.6953,0.4963,0.01564,19.17,0.672,0.01494,0.0003033,5.96e-06,1e-07,0.0,0.0,0.0,6e-08,0.004543,0.6567,4.844,6.54,2.0
-25.67,0.385,0.6606,0.4978,0.01863,24.06,1.693,0.07324,0.00287,0.00010914,4.1e-06,2e-07,0.0,0.0,0.0,0.0001725,0.0765,1.479,4.78,3.0
7.742,0.3018,0.633,0.4375,0.01775,19.44,0.529,0.0086,0.0001259,1.8e-06,0.0,0.0,0.0,0.0,0.0,0.001856,0.4624,4.375,6.4,4.0
1.738,0.3025,0.6636,0.441,0.01377,19.47,0.6,0.01139,0.0001961,3.3e-06,6e-08,0.0,0.0,0.0,6e-08,0.0033,0.6187,5.12,7.145,0.0
-29.66,0.3254,0.6523,0.4023,0.01595,25.92,2.357,0.1307,0.006554,0.0003183,1.526e-05,7e-07,0.0,0.0,0.0,5.484e-05,0.0351,0.94,4.117,1.0
-25.0,0.3608,0.624,0.475,0.014305,24.31,1.349,0.0443,0.001307,3.72e-05,1.1e-06,0.0,0.0,0.0,0.0,0.0001619,0.0935,1.954,6.15,2.0
-24.94,0.361,0.619,0.4746,0.01732,24.1,1.312,0.04208,0.001211,3.36e-05,9e-07,0.0,0.0,0.0,0.0,0.0001335,0.0809,1.73,5.496,3.0
0.04276,0.328,0.698,0.4775,0.01971,18.86,0.666,0.014946,0.0003066,6.14e-06,1e-07,0.0,0.0,0.0,6e-08,0.00414,0.5825,4.23,5.668,4.0
19.72,0.3022,0.649,0.4424,0.01675,19.03,0.524,0.00876,0.0001322,1.9e-06,0.0,0.0,0.0,0.0,0.0,0.002855,0.577,4.805,6.477,0.0
13.21,0.3079,0.6177,0.449,0.01752,19.23,0.4636,0.006577,8.357e-05,1e-06,0.0,0.0,0.0,0.0,0.0,0.001724,0.4746,4.57,6.492,1.0
-3.48,0.3403,0.6953,0.4854,0.01564,20.17,0.836,0.02196,0.000527,1.23e-05,3e-07,0.0,0.0,0.0,6e-08,0.002785,0.4758,4.145,6.613,2.0
9.64,0.341,0.619,0.4978,0.01863,19.1,0.4602,0.006535,8.32e-05,1e-06,0.0,0.0,0.0,0.0,0.0,0.001747,0.4685,4.438,6.234,3.0
-18.17,0.31,0.6636,0.4236,0.01727,22.08,1.092,0.03326,0.000919,2.46e-05,6.6e-07,0.0,0.0,0.0,0.0,0.0006804,0.2045,2.715,6.08,4.0
-12.76,0.3035,0.6606,0.4612,0.01624,17.14,0.3623,0.004704,5.54e-05,6.6e-07,0.0,0.0,0.0,0.0,1e-07,0.00787,1.051,6.113,5.945,0.0
-30.12,0.3232,0.5884,0.4036,0.01843,26.3,1.786,0.069,0.002367,7.814e-05,2.56e-06,6e-08,0.0,0.0,0.0,1.895e-05,0.0231,0.8335,4.03,1.0
7.367,0.344,0.659,0.4983,0.0163,19.58,0.6177,0.01196,0.0002098,3.6e-06,6e-08,0.0,0.0,0.0,0.0,0.002539,0.5146,4.516,6.605,2.0
-9.35,0.341,0.616,0.4834,0.01863,20.58,0.622,0.01104,0.0001756,2.7e-06,6e-08,0.0,0.0,0.0,0.0,0.00082,0.288,3.52,6.316,3.0
-18.52,0.355,0.6997,0.4814,0.0171,22.06,1.305,0.04913,0.001692,5.67e-05,1.9e-06,6e-08,0.0,0.0,0.0,0.000944,0.2188,2.635,5.875,4.0
5.586,0.3025,0.6753,0.4412,0.014275,19.39,0.6294,0.01274,0.0002344,4.2e-06,6e-08,0.0,0.0,0.0,6e-08,0.00374,0.6353,5.04,6.96,0.0
13.09,0.307,0.6177,0.4473,0.01752,19.23,0.4644,0.006588,8.374e-05,1e-06,0.0,0.0,0.0,0.0,0.0,0.00172,0.4739,4.566,6.492,1.0
20.34,0.3403,0.6953,0.4963,0.01564,19.17,0.672,0.01494,0.0003033,5.96e-06,1e-07,0.0,0.0,0.0,6e-08,0.004543,0.6567,4.844,6.54,2.0
12.11,0.341,0.6646,0.4978,0.01793,19.05,0.575,0.01072,0.0001811,3e-06,6e-08,0.0,0.0,0.0,6e-08,0.003094,0.562,4.53,6.17,3.0
11.26,0.327,0.606,0.4775,0.01839,19.08,0.423,0.005444,6.26e-05,7e-07,0.0,0.0,0.0,0.0,0.0,0.001508,0.4556,4.508,6.344,4.0
-19.25,0.3105,0.6606,0.4229,0.01505,22.48,1.14,0.03546,0.001,2.736e-05,7e-07,0.0,0.0,0.0,0.0,0.000628,0.2009,2.799,6.527,0.0
-11.98,0.306,0.6504,0.4292,0.01752,20.98,0.81,0.01903,0.0004041,8.3e-06,2e-07,0.0,0.0,0.0,0.0,0.001058,0.2937,3.385,6.348,1.0
-23.67,0.36,0.673,0.474,0.01514,23.66,1.564,0.06433,0.002403,8.714e-05,3.1e-06,1e-07,0.0,0.0,0.0,0.0003462,0.1238,2.041,5.82,2.0
-0.2018,0.345,0.6284,0.4968,0.01857,19.73,0.5547,0.00927,0.0001392,2e-06,0.0,0.0,0.0,0.0,0.0,0.001439,0.396,4.035,6.27,3.0
2.49,0.327,0.6553,0.484,0.01692,18.44,0.4749,0.007484,0.0001067,1.5e-06,0.0,0.0,0.0,0.0,6e-08,0.00401,0.6973,5.152,6.285,4.0
-32.6,0.329,0.583,0.395,0.01863,27.62,2.361,0.1141,0.00489,0.0002015,8.17e-06,3.6e-07,0.0,0.0,0.0,5.84e-06,0.0098,0.4717,2.982,0.0
4.707,0.309,0.5806,0.449,0.01752,19.5,0.3938,0.004482,4.524e-05,4e-07,0.0,0.0,0.0,0.0,0.0,0.000928,0.3816,4.434,6.72,1.0
-29.08,0.372,0.6987,0.4573,0.01663,25.3,2.701,0.1833,0.01138,0.000687,4.107e-05,2.44e-06,0.0,0.0,0.0,0.0001026,0.04352,0.955,3.867,2.0
6.855,0.3252,0.596,0.4736,0.01904,19.19,0.412,0.005085,5.585e-05,6e-07,0.0,0.0,0.0,0.0,0.0,0.001213,0.4111,4.324,6.27,3.0
-8.27,0.305,0.6953,0.431,0.01519,20.64,0.9165,0.02582,0.0006638,1.66e-05,4e-07,0.0,0.0,0.0,6e-08,0.00228,0.4185,3.916,6.703,4.0
-15.32,0.3035,0.6606,0.4648,0.01613,16.75,0.3308,0.004017,4.417e-05,5e-07,0.0,0.0,0.0,0.0,1e-07,0.00939,1.172,6.367,5.785,0.0
5.79,0.3223,0.6177,0.4692,0.01927,19.14,0.4624,0.00657,8.37e-05,1e-06,0.0,0.0,0.0,0.0,0.0,0.001613,0.4448,4.293,6.113,1.0
18.47,0.3123,0.6953,0.4546,0.01564,19.27,0.6855,0.015465,0.0003188,6.4e-06,1e-07,0.0,0.0,0.0,6e-08,0.004353,0.6387,4.78,6.555,2.0
-17.1,0.364,0.6987,0.4978,0.01735,21.75,1.218,0.0434,0.001413,4.476e-05,1.43e-06,6e-08,0.0,0.0,0.0,0.0011,0.2437,2.797,5.93,3.0
21.86,0.3308,0.662,0.483,0.01682,19.11,0.57,0.01045,0.0001738,2.8e-06,6e-08,0.0,0.0,0.0,6e-08,0.003164,0.5835,4.723,6.418,4.0
-9.17,0.3035,0.6626,0.4568,0.01785,17.5,0.404,0.005745,7.397e-05,9.5e-07,0.0,0.0,0.0,0.0,6e-08,0.00623,0.8843,5.523,5.8,0.0
-33.7,0.3079,0.6177,0.356,0.01752,28.0,3.34,0.2344,0.01473,0.000894,5.35e-05,3.2e-06,0.0,0.0,0.0,5e-06,0.006844,0.326,2.291,1.0
15.22,0.3403,0.649,0.4963,0.01614,19.27,0.547,0.00943,0.0001469,2.2e-06,6e-08,0.0,0.0,0.0,0.0,0.00267,0.5566,4.777,6.645,2.0
-27.98,0.3955,0.6646,0.4978,0.01793,24.97,2.105,0.1095,0.005165,0.0002363,1.067e-05,5e-07,0.0,0.0,0.0,9.81e-05,0.04977,1.12,4.258,3.0
-21.42,0.3079,0.662,0.483,0.01904,15.305,0.2426,0.002367,2.09e-05,2e-07,0.0,0.0,0.0,0.0,3e-07,0.015205,1.491,6.414,4.64,4.0
-10.92,0.3054,0.6587,0.43,0.01582,20.95,0.8228,0.01982,0.0004325,9.1e-06,2e-07,0.0,0.0,0.0,0.0,0.001321,0.3354,3.68,6.715,0.0
8.91,0.3003,0.59,0.4377,0.01851,19.2,0.394,0.00461,4.79e-05,5e-07,0.0,0.0,0.0,0.0,0.0,0.001142,0.4116,4.426,6.414,1.0
9.72,0.3123,0.6562,0.4553,0.0153,19.34,0.5723,0.01035,0.0001695,2.7e-06,6e-08,0.0,0.0,0.0,0.0,0.002922,0.5786,4.887,6.816,2.0
-28.17,0.3684,0.6704,0.4624,0.01634,25.16,2.205,0.1198,0.005913,0.0002832,1.34e-05,6.6e-07,0.0,0.0,0.0,0.00010616,0.05194,1.159,4.44,3.0
10.65,0.3035,0.5967,0.443,0.01839,19.12,0.4043,0.00491,5.31e-05,5.4e-07,0.0,0.0,0.0,0.0,0.0,0.001314,0.4358,4.492,6.395,4.0
19.33,0.3113,0.6885,0.4536,0.01578,19.23,0.661,0.01432,0.000283,5.4e-06,1e-07,0.0,0.0,0.0,6e-08,0.004093,0.6294,4.785,6.55,0.0
-17.73,0.3079,0.6177,0.424,0.01752,22.05,0.8447,0.01903,0.000384,7.5e-06,1e-07,0.0,0.0,0.0,0.0,0.0004194,0.1833,2.805,6.336,1.0
16.19,0.321,0.6577,0.4678,0.01624,19.3,0.5767,0.01057,0.0001752,2.8e-06,6e-08,0.0,0.0,0.0,0.0,0.002872,0.5615,4.723,6.59,2.0
4.48,0.3284,0.6646,0.4795,0.01915,18.89,0.563,0.01035,0.0001727,2.8e-06,6e-08,0.0,0.0,0.0,6e-08,0.00308,0.5522,4.395,5.906,3.0
21.86,0.3308,0.662,0.483,0.01682,19.11,0.57,0.01045,0.0001738,2.8e-06,6e-08,0.0,0.0,0.0,6e-08,0.003164,0.5835,4.723,6.418,4.0
-4.14,0.3098,0.6606,0.4424,0.01675,20.19,0.714,0.0155,0.0003052,5.84e-06,1e-07,0.0,0.0,0.0,0.0,0.001848,0.4126,4.01,6.527,0.0
14.88,0.3352,0.619,0.4895,0.01758,19.16,0.46,0.006504,8.25e-05,1e-06,0.0,0.0,0.0,0.0,0.0,0.001824,0.488,4.61,6.46,1.0
-6.727,0.321,0.6577,0.4814,0.01624,17.84,0.4187,0.006023,7.844e-05,1e-06,0.0,0.0,0.0,0.0,6e-08,0.005608,0.8604,5.68,6.227,2.0
-3.277,0.3457,0.6216,0.4958,0.01868,19.95,0.5605,0.0093,0.0001384,1.97e-06,0.0,0.0,0.0,0.0,0.0,0.001182,0.3586,3.887,6.29,3.0
-1.33,0.3457,0.6597,0.4958,0.01637,20.02,0.681,0.01425,0.00027,4.95e-06,1e-07,0.0,0.0,0.0,0.0,0.002058,0.4465,4.207,6.613,4.0
14.32,0.3071,0.6245,0.448,0.0174,19.22,0.4805,0.00711,9.45e-05,1.2e-06,0.0,0.0,0.0,0.0,0.0,0.001896,0.4897,4.59,6.484,0.0
14.44,0.3352,0.6157,0.4895,0.01758,19.16,0.4512,0.006237,7.72e-05,9e-07,0.0,0.0,0.0,0.0,0.0,0.001738,0.4812,4.61,6.477,1.0
14.53,0.321,0.66,0.4678,0.01755,19.16,0.5757,0.010635,0.0001779,2.86e-06,6e-08,0.0,0.0,0.0,0.0,0.002884,0.5483,4.54,6.28,2.0
13.26,0.3374,0.6963,0.4922,0.0173,19.0,0.6626,0.01468,0.0002968,5.84e-06,1e-07,0.0,0.0,0.0,6e-08,0.004467,0.6343,4.613,6.164,3.0
21.86,0.3308,0.662,0.483,0.01682,19.11,0.57,0.01045,0.0001738,2.8e-06,6e-08,0.0,0.0,0.0,6e-08,0.003164,0.5835,4.723,6.418,4.0
20.02,0.3035,0.6606,0.4424,0.0165,19.2,0.5757,0.010605,0.0001769,2.86e-06,6e-08,0.0,0.0,0.0,6e-08,0.003027,0.5728,4.723,6.51,0.0
14.17,0.3203,0.6157,0.4683,0.0169,19.17,0.4492,0.006184,7.62e-05,9e-07,0.0,0.0,0.0,0.0,0.0,0.001809,0.4976,4.74,6.62,1.0
-4.664,0.313,0.6245,0.4678,0.01701,17.98,0.3635,0.004356,4.685e-05,5e-07,0.0,0.0,0.0,0.0,0.0,0.003458,0.7227,5.477,6.26,2.0
20.98,0.3367,0.6587,0.4927,0.01675,19.03,0.5513,0.009796,0.0001576,2.44e-06,6e-08,0.0,0.0,0.0,6e-08,0.003174,0.593,4.785,6.434,3.0
-20.98,0.3591,0.662,0.483,0.01682,22.78,1.256,0.04257,0.001308,3.9e-05,1.13e-06,6e-08,0.0,0.0,0.0,0.0004628,0.1576,2.357,5.926,4.0
12.13,0.3025,0.6074,0.4424,0.01675,19.17,0.427,0.005535,6.41e-05,7e-07,0.0,0.0,0.0,0.0,0.0,0.001647,0.488,4.78,6.695,0.0
14.17,0.3203,0.6157,0.4683,0.0169,19.17,0.4492,0.006184,7.62e-05,9e-07,0.0,0.0,0.0,0.0,0.0,0.001809,0.4976,4.74,6.62,1.0
16.11,0.327,0.66,0.477,0.0175,19.08,0.5654,0.01029,0.0001698,2.74e-06,6e-08,0.0,0.0,0.0,6e-08,0.003008,0.564,4.6,6.28,2.0
-26.56,0.364,0.6606,0.4668,0.0168,24.55,1.83,0.08386,0.003483,0.0001402,5.6e-06,2.4e-07,0.0,0.0,0.0,0.000148,0.0697,1.431,4.906,3.0
0.9507,0.3308,0.662,0.4758,0.0177,19.73,0.66,0.01358,0.0002532,4.6e-06,6e-08,0.0,0.0,0.0,0.0,0.002201,0.455,4.13,6.297,4.0
12.414,0.3035,0.6606,0.4424,0.01791,19.08,0.5674,0.010376,0.0001719,2.74e-06,6e-08,0.0,0.0,0.0,0.0,0.002941,0.5527,4.523,6.195,0.0
-23.11,0.313,0.617,0.418,0.0169,23.52,1.14,0.03247,0.0008287,2.044e-05,5e-07,0.0,0.0,0.0,0.0,0.0001928,0.107,2.074,5.934,1.0
-1.527,0.321,0.6636,0.477,0.01758,18.19,0.4714,0.007534,0.00010914,1.55e-06,0.0,0.0,0.0,0.0,6e-08,0.004707,0.741,5.16,6.06,2.0
21.73,0.3137,0.6577,0.4585,0.01671,19.1,0.5537,0.00984,0.0001583,2.44e-06,6e-08,0.0,0.0,0.0,0.0,0.00306,0.5825,4.76,6.46,3.0
