like1,parn,parD,parq,parLambda,simulation_0,simulation_1,simulation_2,simulation_3,simulation_4,simulation_5,simulation_6,chain
-6.816,0.315,0.5884,0.479,0.01852,16.86,0.2318,0.001813,0.003273,0.805,5.863,5.734,1.0
-8.35,0.3542,0.6895,0.4858,0.01715,21.72,1.152,0.0386,0.001053,0.2467,2.875,6.047,2.0
-6.574,0.3499,0.5654,0.4941,0.01662,21.22,0.508,0.00671,0.000341,0.2166,3.52,7.06,3.0
-1.115,0.3125,0.4968,0.4626,0.01956,18.17,0.1652,0.000749,0.000345,0.3284,4.812,6.508,4.0
-3.744,0.3472,0.5913,0.4998,0.01409,20.33,0.4834,0.006557,0.0009146,0.372,4.555,7.56,0.0
7.234,0.327,0.6445,0.4792,0.01747,18.89,0.4988,0.007965,0.002789,0.574,4.76,6.32,1.0
-8.2,0.3015,0.497,0.4595,0.0196,16.27,0.10657,0.0003486,0.0008326,0.5674,5.97,5.8,2.0
-5.13,0.3499,0.635,0.4941,0.01755,20.77,0.711,0.01458,0.000995,0.3032,3.547,6.45,3.0
1.299,0.3125,0.522,0.46,0.01956,18.58,0.2203,0.001359,0.0004754,0.3403,4.598,6.45,4.0
-3.084,0.3267,0.6167,0.4895,0.01653,17.89,0.3394,0.00378,0.003357,0.739,5.652,6.363,0.0
8.61,0.327,0.6445,0.4773,0.01747,19.1,0.522,0.00863,0.00253,0.539,4.63,6.355,1.0
-5.23,0.333,0.644,0.4695,0.01707,20.83,0.752,0.01642,0.001106,0.3137,3.576,6.508,2.0
-4.977,0.3447,0.643,0.4868,0.01784,20.69,0.735,0.01578,0.001108,0.3125,3.527,6.344,3.0
1.916,0.3125,0.522,0.4587,0.01956,18.75,0.2291,0.001455,0.0004375,0.3225,4.492,6.484,4.0
-5.715,0.354,0.6274,0.5,0.015076,21.05,0.701,0.013885,0.0009522,0.3142,3.824,7.08,0.0
8.195,0.3193,0.6445,0.466,0.01747,19.16,0.5283,0.00881,0.002464,0.53,4.594,6.363,1.0
2.639,0.333,0.635,0.4858,0.01936,18.97,0.4915,0.00762,0.002121,0.491,4.35,6.0,2.0
-4.715,0.3396,0.674,0.4788,0.01732,20.64,0.845,0.02153,0.001611,0.3533,3.586,6.31,3.0
-1.091,0.3076,0.4932,0.4458,0.01971,19.52,0.2161,0.001187,0.0001673,0.2106,3.96,6.758,4.0
10.06,0.3154,0.679,0.4597,0.0168,19.16,0.6265,0.0128,0.00366,0.599,4.656,6.36,0.0
-6.6,0.3193,0.6084,0.4856,0.01529,17.19,0.273,0.002522,0.004436,0.925,6.402,6.35,1.0
-3.652,0.3413,0.6196,0.4858,0.01715,20.47,0.609,0.01068,0.000998,0.329,3.838,6.645,2.0
-11.75,0.3396,0.674,0.4465,0.0202,23.12,1.512,0.0615,0.000304,0.1064,1.725,4.844,3.0
-6.902,0.3252,0.525,0.4587,0.02036,21.08,0.3894,0.003754,0.0001413,0.1486,3.012,6.418,4.0
-3.732,0.3213,0.638,0.4824,0.01637,17.77,0.3713,0.004665,0.004627,0.825,5.734,6.254,0.0
-5.207,0.3323,0.6475,0.4683,0.01828,20.7,0.757,0.01678,0.00112,0.3071,3.441,6.223,1.0
-5.543,0.333,0.38,0.4858,0.01715,18.77,0.057,6.676e-05,9.36e-06,0.0972,4.277,8.305,2.0
-7.477,0.3396,0.6904,0.4695,0.01671,21.44,1.084,0.0346,0.001278,0.2827,3.12,6.227,3.0
-3.531,0.3198,0.522,0.4587,0.0203,20.1,0.3093,0.002474,0.0002187,0.2032,3.562,6.48,4.0
-13.06,0.359,0.5293,0.4766,0.01653,24.8,0.8193,0.01423,2.83e-05,0.04895,1.686,6.207,0.0
-11.91,0.3516,0.6445,0.466,0.01406,23.86,1.378,0.0481,0.0002651,0.1193,2.164,6.277,1.0
3.998,0.3389,0.662,0.492,0.01538,19.52,0.613,0.01184,0.00287,0.5566,4.742,6.79,2.0
-10.34,0.3538,0.561,0.487,0.01367,22.92,0.6763,0.010956,0.0001678,0.1415,2.967,7.566,3.0
-10.14,0.3352,0.43,0.4678,0.01717,22.44,0.2175,0.0009236,9.24e-06,0.05463,2.588,7.793,4.0
1.006,0.331,0.671,0.4766,0.01653,19.8,0.6895,0.01489,0.00252,0.4866,4.297,6.523,0.0
-1.998,0.3193,0.6445,0.466,0.01267,19.61,0.554,0.009476,0.002712,0.5977,5.305,7.53,1.0
8.516,0.333,0.635,0.4858,0.01715,19.19,0.5024,0.00788,0.002216,0.519,4.652,6.484,2.0
-10.08,0.361,0.5874,0.4976,0.01271,22.8,0.771,0.0148,0.000282,0.1742,3.164,7.676,3.0
1.75,0.3237,0.5137,0.4753,0.01929,18.75,0.2146,0.00126,0.0003786,0.3113,4.53,6.594,4.0
-5.484,0.3357,0.612,0.4766,0.01444,20.94,0.623,0.01083,0.0008698,0.322,4.04,7.344,0.0
-1.345,0.3093,0.685,0.4482,0.02068,19.05,0.658,0.0143,0.003153,0.507,3.973,5.56,1.0
6.504,0.327,0.613,0.477,0.01796,19.14,0.4436,0.006012,0.001648,0.4692,4.55,6.406,2.0
-10.555,0.3645,0.5874,0.4995,0.01271,23.1,0.8174,0.01645,0.0002424,0.1569,2.982,7.58,3.0
1.75,0.3237,0.5137,0.4753,0.01929,18.75,0.2146,0.00126,0.0003786,0.3113,4.53,6.594,4.0
-5.07,0.3184,0.672,0.4766,0.02127,17.5,0.4375,0.006798,0.005592,0.7646,4.8,5.203,0.0
-15.34,0.383,0.6445,0.466,0.01747,26.3,2.55,0.1495,3.12e-05,0.02356,0.7173,3.496,1.0
-3.781,0.3184,0.688,0.477,0.01796,17.69,0.478,0.00814,0.007313,0.8887,5.336,5.758,2.0
-11.984,0.372,0.5874,0.4995,0.01271,24.05,0.9956,0.0234,0.0001432,0.1083,2.408,7.15,3.0
0.508,0.3176,0.4917,0.4666,0.02008,18.61,0.1763,0.0008264,0.0002427,0.2698,4.426,6.543,4.0
-9.23,0.3645,0.6455,0.4988,0.01653,22.23,1.015,0.02803,0.0005536,0.195,2.777,6.34,0.0
0.3943,0.3118,0.494,0.4578,0.02046,18.62,0.1805,0.0008698,0.0002475,0.2676,4.35,6.45,1.0
6.504,0.327,0.613,0.477,0.01796,19.14,0.4436,0.006012,0.001648,0.4692,4.55,6.406,2.0
-10.79,0.3584,0.5654,0.4907,0.01353,23.22,0.7354,0.01286,0.0001558,0.1309,2.816,7.477,3.0
-2.297,0.3176,0.4353,0.4673,0.02148,18.17,0.09735,0.0002313,6.473e-05,0.1792,4.23,6.574,4.0
-1.198,0.3267,0.671,0.4766,0.02092,18.77,0.5776,0.011024,0.0031,0.5293,4.13,5.535,0.0
-6.555,0.3193,0.5005,0.4536,0.01747,21.05,0.3096,0.002289,0.0001097,0.1544,3.46,7.3,1.0
6.71,0.3267,0.613,0.477,0.01796,19.11,0.4402,0.005936,0.001675,0.474,4.57,6.402,2.0
-10.72,0.3582,0.5654,0.4907,0.01353,23.17,0.7285,0.01266,0.0001595,0.133,2.842,7.492,3.0
0.1477,0.3176,0.4917,0.4673,0.02008,18.48,0.1714,0.000786,0.0002577,0.2805,4.504,6.516,4.0
8.64,0.3267,0.6494,0.4766,0.01653,19.25,0.5483,0.00949,0.00264,0.549,4.71,6.56,0.0
8.195,0.3193,0.6445,0.466,0.01747,19.16,0.5283,0.00881,0.002464,0.53,4.594,6.363,1.0
8.836,0.3328,0.635,0.4858,0.01718,19.14,0.4988,0.007782,0.00225,0.5234,4.668,6.473,2.0
-9.83,0.3582,0.6646,0.487,0.01353,22.66,1.183,0.03806,0.0006723,0.2102,2.918,6.85,3.0
-6.16,0.3286,0.4678,0.4673,0.02008,20.72,0.2264,0.001173,5.025e-05,0.1157,3.166,6.9,4.0
-4.87,0.3074,0.5254,0.4597,0.02205,17.39,0.1766,0.0009375,0.000754,0.4338,4.824,5.645,0.0
8.195,0.3193,0.6445,0.466,0.01747,19.16,0.5283,0.00881,0.002464,0.53,4.594,6.363,1.0
1.678,0.3328,0.635,0.4807,0.01718,19.69,0.561,0.009575,0.001737,0.4421,4.312,6.54,2.0
-9.83,0.3582,0.6646,0.487,0.01353,22.66,1.183,0.03806,0.0006723,0.2102,2.918,6.85,3.0
-12.74,0.3489,0.4858,0.4673,0.02008,24.36,0.558,0.006264,1.144e-05,0.03558,1.545,5.867,4.0
-1.983,0.3267,0.4978,0.4766,0.02307,18.81,0.2,0.001062,0.0002074,0.225,3.793,5.938,0.0
9.47,0.3145,0.675,0.458,0.01689,19.17,0.6177,0.01239,0.003452,0.5854,4.63,6.36,1.0
-13.02,0.3733,0.5923,0.4941,0.01062,24.92,1.189,0.03247,0.00011235,0.0902,2.195,7.26,2.0
-9.83,0.3582,0.6646,0.487,0.01353,22.66,1.183,0.03806,0.0006723,0.2102,2.918,6.85,3.0
0.1477,0.3176,0.4917,0.4673,0.02008,18.48,0.1714,0.000786,0.0002577,0.2805,4.504,6.516,4.0
1.271,0.31,0.679,0.452,0.01938,18.89,0.61,0.012314,0.0035,0.564,4.316,5.81,0.0
-10.0,0.3457,0.669,0.4688,0.01389,22.72,1.231,0.04132,0.0006533,0.201,2.803,6.688,1.0
-10.65,0.37,0.635,0.4985,0.01718,22.92,1.114,0.03247,0.00032,0.139,2.316,5.992,2.0
-10.25,0.3472,0.4517,0.487,0.01353,22.38,0.2537,0.001322,2.36e-05,0.08673,3.227,8.73,3.0
-11.14,0.3176,0.4917,0.4326,0.0241,22.83,0.455,0.004486,2.16e-05,0.05045,1.741,5.418,4.0
-3.387,0.342,0.5864,0.495,0.013626,20.08,0.442,0.005516,0.000993,0.4055,4.84,7.688,0.0
8.25,0.3196,0.6445,0.466,0.01746,19.16,0.5283,0.00882,0.002462,0.53,4.594,6.37,1.0
-3.002,0.3328,0.635,0.4983,0.0161,17.94,0.378,0.00477,0.004196,0.7896,5.695,6.38,2.0
-7.215,0.3472,0.6255,0.496,0.01005,21.02,0.6494,0.01191,0.001357,0.426,4.887,8.484,3.0
-8.586,0.303,0.501,0.4573,0.0272,16.33,0.12,0.0004432,0.0005646,0.3958,4.42,4.652,4.0
-2.082,0.3284,0.6006,0.4753,0.01431,19.98,0.4756,0.006535,0.001209,0.425,4.75,7.418,0.0
-7.668,0.31,0.6445,0.4373,0.02747,19.78,0.6816,0.01421,0.000897,0.241,2.61,4.52,1.0
-1.418,0.3406,0.6147,0.4937,0.0142,19.88,0.5044,0.007507,0.0015335,0.4636,4.83,7.355,2.0
-5.94,0.3472,0.6865,0.496,0.01005,20.72,0.841,0.02148,0.002914,0.543,4.957,8.1,3.0
-4.902,0.3347,0.505,0.4836,0.01465,20.2,0.2595,0.001688,0.0002179,0.2443,4.51,7.996,4.0
-10.39,0.3267,0.671,0.4421,0.02847,21.17,1.086,0.03455,0.000483,0.1375,1.786,3.992,0.0
7.008,0.3123,0.6445,0.4548,0.01746,19.25,0.5396,0.00915,0.002354,0.5146,4.53,6.383,1.0
-0.1168,0.325,0.4841,0.4783,0.02017,18.47,0.1602,0.0006785,0.0002178,0.2659,4.48,6.543,2.0
-8.98,0.3516,0.5576,0.4934,0.012276,22.05,0.5435,0.007324,0.0002766,0.2068,3.766,8.23,3.0
-6.824,0.329,0.4917,0.4673,0.02625,20.16,0.2646,0.00172,7.534e-05,0.11615,2.643,5.42,4.0
3.293,0.314,0.5503,0.4607,0.01897,18.83,0.283,0.002304,0.000728,0.3794,4.582,6.46,0.0
-4.55,0.3123,0.404,0.4548,0.01746,19.12,0.0827,0.0001472,1.94e-05,0.1177,4.207,8.016,1.0
-13.44,0.3657,0.5615,0.4817,0.01283,25.25,1.073,0.02509,5.05e-05,0.06073,1.826,6.688,2.0
-10.234,0.3574,0.5215,0.497,0.01296,22.72,0.4849,0.00538,0.0001015,0.1321,3.232,8.19,3.0
1.47,0.3176,0.518,0.4673,0.01917,18.62,0.2147,0.001279,0.0004404,0.3345,4.645,6.566,4.0
-1.104,0.3206,0.671,0.4766,0.0145,18.45,0.5024,0.0085,0.005413,0.8184,5.652,6.715,0.0
-8.414,0.3464,0.6846,0.481,0.010544,21.97,1.086,0.03372,0.001482,0.344,3.885,7.81,1.0
0.081,0.345,0.6567,0.4958,0.0164,19.92,0.6567,0.01326,0.002085,0.4563,4.273,6.62,2.0
-9.35,0.331,0.5674,0.4622,0.012276,22.3,0.6104,0.009254,0.0002844,0.1982,3.592,8.1,3.0
-12.04,0.3176,0.518,0.4275,0.01917,23.84,0.644,0.00899,3.153e-05,0.05612,1.826,6.047,4.0
0.2764,0.3396,0.631,0.4922,0.01485,19.77,0.545,0.00896,0.001875,0.486,4.74,7.098,0.0
-8.18,0.3142,0.6445,0.483,0.01746,16.48,0.289,0.003069,0.00828,1.133,6.242,5.504,1.0
-7.883,0.3486,0.57,0.4922,0.01282,21.6,0.5405,0.007515,0.0004008,0.2454,3.96,8.03,2.0
-9.58,0.331,0.5674,0.4622,0.01161,22.38,0.6143,0.00935,0.0002882,0.2015,3.664,8.29,3.0
-8.6,0.3333,0.4531,0.4736,0.01426,21.42,0.2137,0.000982,3.7e-05,0.11487,3.668,8.59,4.0
-3.61,0.3267,0.6377,0.4766,0.02347,18.62,0.4834,0.007538,0.001986,0.442,3.824,5.19,0.0
5.543,0.3052,0.6445,0.4436,0.01746,19.34,0.5513,0.00951,0.002245,0.499,4.47,6.4,1.0
-7.254,0.3328,0.543,0.4858,0.01023,19.97,0.3132,0.002634,0.0006647,0.415,5.71,8.9,2.0
-9.39,0.3484,0.559,0.4885,0.01138,22.19,0.5586,0.0077,0.0002828,0.2101,3.84,8.47,3.0
1.353,0.3176,0.518,0.4673,0.01804,18.72,0.2172,0.001301,0.0004504,0.344,4.805,6.83,4.0
-9.48,0.3418,0.5977,0.4766,0.01091,22.36,0.7324,0.0138,0.0004666,0.2373,3.768,8.27,0.0
3.158,0.3005,0.5464,0.439,0.01817,19.16,0.2927,0.00241,0.000613,0.3513,4.53,6.715,1.0
-8.28,0.3508,0.541,0.496,0.01285,21.66,0.4497,0.00499,0.0002432,0.2098,3.924,8.24,2.0
-9.25,0.3433,0.59,0.4805,0.01085,22.17,0.673,0.01162,0.0004618,0.2463,3.918,8.39,3.0
-0.2993,0.3176,0.518,0.4673,0.0165,18.88,0.2206,0.001331,0.0004644,0.3577,5.03,7.21,4.0
-6.746,0.3164,0.6855,0.4766,0.02267,17.08,0.4307,0.006832,0.007103,0.83,4.74,4.832,0.0
7.008,0.3123,0.6445,0.4548,0.01746,19.25,0.5396,0.00915,0.002354,0.5146,4.53,6.383,1.0
-6.367,0.3545,0.695,0.497,0.01245,21.25,1.009,0.03038,0.002033,0.4,4.004,7.336,2.0
-10.586,0.3477,0.4832,0.4912,0.010056,22.2,0.311,0.002123,7.224e-05,0.146,4.03,9.61,3.0
-1.139,0.3225,0.4875,0.4753,0.01706,18.67,0.1672,0.0007353,0.0002604,0.3018,4.98,7.25,4.0
-6.484,0.309,0.671,0.4702,0.01653,17.1,0.378,0.005188,0.0088,1.079,6.05,5.836,0.0
-5.625,0.3025,0.604,0.4495,0.02458,17.61,0.3208,0.003382,0.00199,0.51,4.227,4.95,1.0
-7.277,0.3118,0.5776,0.4712,0.02365,16.77,0.2225,0.001658,0.002167,0.6167,4.863,4.95,2.0
-10.76,0.3354,0.461,0.473,0.01083,22.34,0.2656,0.001478,3.75e-05,0.11224,3.738,9.55,3.0
-7.613,0.3176,0.518,0.4832,0.0165,16.73,0.1362,0.0005727,0.001225,0.6567,6.438,6.426,4.0
6.434,0.3267,0.671,0.4766,0.015366,19.3,0.6104,0.01198,0.003464,0.608,4.875,6.723,0.0
2.582,0.3252,0.657,0.4705,0.01804,19.45,0.6074,0.01162,0.00234,0.4822,4.258,6.23,1.0
0.829,0.3267,0.635,0.471,0.01718,19.78,0.572,0.00991,0.001663,0.4297,4.254,6.543,2.0
-10.76,0.3354,0.461,0.473,0.01083,22.34,0.2656,0.001478,3.75e-05,0.11224,3.738,9.55,3.0
-0.644,0.332,0.544,0.489,0.01555,18.92,0.2666,0.002018,0.0007777,0.4282,5.23,7.266,4.0
-0.9355,0.3206,0.671,0.4766,0.01767,18.16,0.487,0.0081,0.005077,0.756,5.14,6.008,0.0
2.574,0.3252,0.657,0.4705,0.01805,19.45,0.6074,0.01162,0.002342,0.4822,4.258,6.227,1.0
-4.87,0.3328,0.6978,0.4858,0.02391,18.34,0.617,0.01321,0.004044,0.547,3.809,4.883,2.0
-10.89,0.3184,0.4695,0.4468,0.011086,22.61,0.3027,0.001927,4e-05,0.1086,3.553,9.33,3.0
-11.19,0.3105,0.3484,0.4421,0.01192,21.1,0.05832,5.627e-05,1.1e-06,0.03732,3.455,10.64,4.0
1.379,0.3225,0.6226,0.4658,0.01732,19.7,0.5273,0.00835,0.001486,0.4211,4.297,6.566,0.0
6.777,0.3123,0.6807,0.4548,0.01746,19.14,0.6333,0.01313,0.003586,0.583,4.53,6.215,1.0
0.866,0.3267,0.635,0.471,0.01718,19.78,0.5713,0.009895,0.001667,0.4304,4.258,6.543,2.0
-10.89,0.3184,0.4695,0.4468,0.011086,22.61,0.3027,0.001927,4e-05,0.1086,3.553,9.33,3.0
-0.2993,0.3176,0.518,0.4673,0.0165,18.88,0.2206,0.001331,0.0004644,0.3577,5.03,7.21,4.0
-1.552,0.3389,0.5903,0.4905,0.02165,19.28,0.417,0.00514,0.000895,0.3374,3.805,5.785,0.0
-5.664,0.3193,0.55,0.4797,0.02203,17.19,0.201,0.001273,0.001279,0.524,4.957,5.457,1.0
-5.59,0.3328,0.3774,0.4858,0.01718,18.69,0.05444,6.074e-05,8.8e-06,0.0962,4.297,8.31,2.0
-10.805,0.3132,0.4998,0.4387,0.010544,22.69,0.3943,0.003437,8.005e-05,0.1362,3.656,9.195,3.0
-8.56,0.3015,0.518,0.4224,0.0165,21.9,0.4187,0.00413,0.00010824,0.1362,3.135,7.344,4.0
-9.56,0.3499,0.671,0.4766,0.02443,21.36,1.07,0.0333,0.0006056,0.1683,2.14,4.676,0.0
3.564,0.3123,0.5806,0.4548,0.01825,19.33,0.3813,0.00424,0.000959,0.387,4.402,6.535,1.0
-10.3,0.3328,0.4194,0.4858,0.008965,19.81,0.1033,0.0002301,4.125e-05,0.1815,5.676,10.54,2.0
-9.28,0.321,0.6284,0.4463,0.01056,22.31,0.865,0.01997,0.000713,0.2705,3.8,8.14,3.0
-5.812,0.329,0.5244,0.4932,0.0231,17.17,0.1686,0.000863,0.00077,0.4363,4.746,5.41,4.0
4.355,0.3267,0.616,0.4766,0.0162,19.36,0.4663,0.006588,0.001734,0.4873,4.754,6.81,0.0
-7.645,0.322,0.686,0.488,0.02301,16.75,0.401,0.006035,0.00815,0.898,4.848,4.68,1.0
-7.047,0.3499,0.635,0.4883,0.01718,21.36,0.801,0.01799,0.0007534,0.2524,3.24,6.465,2.0
-9.06,0.3364,0.655,0.465,0.011246,22.28,1.007,0.0278,0.000903,0.277,3.605,7.727,3.0
-1.793,0.3176,0.484,0.4673,0.0165,18.8,0.1655,0.000711,0.000234,0.2917,5.008,7.445,4.0
-11.2,0.3584,0.671,0.4766,0.01653,23.17,1.422,0.05417,0.000405,0.138,2.146,5.746,0.0
3.0,0.3123,0.6807,0.4548,0.0186,19.03,0.626,0.0129,0.003504,0.5664,4.38,5.97,1.0
-8.05,0.3328,0.32,0.4858,0.01718,17.89,0.01978,6.85e-06,7e-07,0.044,4.008,8.984,2.0
-9.875,0.349,0.618,0.4807,0.011826,22.7,0.9,0.021,0.000468,0.2103,3.314,7.72,3.0
-10.97,0.3364,0.4395,0.471,0.01254,22.67,0.2369,0.001108,1.556e-05,0.07434,3.168,9.125,4.0
-4.67,0.3267,0.4167,0.4766,0.01653,19.17,0.0953,0.0002011,3.105e-05,0.1415,4.44,8.13,0.0
-5.758,0.3123,0.6807,0.4707,0.01191,17.98,0.4639,0.00749,0.00858,1.088,6.59,7.043,1.0
-11.13,0.3086,0.635,0.4858,0.01718,15.15,0.1987,0.001561,0.0133,1.559,6.996,4.88,2.0
-8.875,0.349,0.6787,0.4807,0.011826,22.22,1.134,0.03616,0.001113,0.2852,3.465,7.39,3.0
-1.793,0.3176,0.484,0.4673,0.0165,18.8,0.1655,0.000711,0.000234,0.2917,5.008,7.445,4.0
-1.866,0.331,0.5054,0.487,0.0157,18.97,0.2023,0.001093,0.0003626,0.3352,5.12,7.51,0.0
7.65,0.3074,0.689,0.4468,0.0169,19.23,0.6694,0.01471,0.003843,0.594,4.56,6.31,1.0
-3.217,0.3328,0.4373,0.4858,0.01718,19.11,0.11646,0.0003161,5.79e-05,0.1727,4.48,7.746,2.0
-9.82,0.3245,0.6685,0.4426,0.011826,22.7,1.187,0.0384,0.000786,0.2346,3.168,7.305,3.0
-5.18,0.304,0.53,0.4343,0.01627,20.67,0.3523,0.003157,0.000251,0.222,3.922,7.418,4.0
-10.77,0.3325,0.5737,0.4558,0.01259,23.2,0.767,0.014175,0.0001917,0.1447,2.955,7.69,0.0
4.12,0.3074,0.689,0.4468,0.01802,19.12,0.662,0.014465,0.003757,0.578,4.41,6.066,1.0
-8.26,0.3218,0.412,0.4858,0.01718,16.38,0.048,5.91e-05,9.63e-05,0.3013,6.14,7.066,2.0
-11.69,0.3323,0.574,0.4504,0.01186,23.83,0.8647,0.01753,0.0001463,0.1204,2.688,7.66,3.0
-10.96,0.3193,0.4858,0.4956,0.02043,14.93,0.0703,0.0001621,0.001152,0.733,6.53,5.09,4.0
-8.55,0.341,0.6533,0.473,0.01223,22.08,0.9673,0.02586,0.000922,0.28,3.58,7.508,0.0
-10.55,0.3008,0.689,0.4048,0.01172,23.06,1.424,0.05545,0.000765,0.2097,2.852,6.992,1.0
-10.484,0.3123,0.635,0.4858,0.02321,15.36,0.2206,0.001898,0.00883,1.133,5.57,4.254,2.0
-7.527,0.3245,0.6685,0.4536,0.01186,21.62,0.95,0.02583,0.001378,0.3457,3.924,7.605,3.0
-7.336,0.3176,0.484,0.4673,0.01118,19.31,0.1746,0.00077,0.00026,0.3333,5.875,8.97,4.0
-5.816,0.3267,0.5825,0.4946,0.01721,17.23,0.2401,0.00189,0.002762,0.7583,5.953,6.14,0.0
-2.312,0.3074,0.5093,0.4468,0.01608,19.69,0.2454,0.001559,0.0002763,0.2717,4.566,7.527,1.0
9.23,0.3328,0.6694,0.4858,0.01718,19.05,0.5864,0.011185,0.003408,0.592,4.668,6.305,2.0
-7.94,0.3193,0.6694,0.4456,0.01132,21.78,0.9785,0.02724,0.001347,0.3408,3.92,7.727,3.0
-1.725,0.3103,0.484,0.456,0.0165,18.9,0.1697,0.0007424,0.000222,0.282,4.934,7.473,4.0
-9.12,0.3345,0.573,0.4678,0.01215,22.17,0.6157,0.009544,0.0003307,0.2129,3.69,8.125,0.0
-9.16,0.3015,0.689,0.4102,0.0169,22.06,1.236,0.04367,0.0008774,0.2183,2.693,5.996,1.0
-7.22,0.3257,0.6694,0.4558,0.012115,21.52,0.9365,0.02525,0.001444,0.3545,3.951,7.547,2.0
-10.12,0.3418,0.545,0.4753,0.01202,22.66,0.5605,0.00745,0.0001694,0.1613,3.424,8.3,3.0
-14.88,0.3103,0.484,0.408,0.00952,26.78,0.7554,0.01041,7.4e-06,0.02965,1.631,7.77,4.0
-9.12,0.3345,0.5728,0.4675,0.01217,22.19,0.616,0.00955,0.0003297,0.2125,3.686,8.12,0.0
-11.695,0.3115,0.5327,0.4216,0.01636,23.75,0.6787,0.010254,5.52e-05,0.07666,2.18,6.727,1.0
-0.8774,0.3352,0.4968,0.4937,0.01683,18.77,0.1836,0.000896,0.0003092,0.3164,4.99,7.258,2.0
-6.52,0.323,0.6694,0.4565,0.01132,21.17,0.864,0.02182,0.0018215,0.4185,4.37,7.816,3.0
-1.713,0.3027,0.5005,0.4478,0.02121,18.11,0.1703,0.000805,0.0003455,0.3145,4.535,6.145,4.0
7.707,0.3054,0.6875,0.4436,0.01631,19.33,0.675,0.01484,0.003736,0.592,4.613,6.453,0.0
-8.17,0.3123,0.5244,0.4382,0.0169,21.75,0.428,0.004395,0.000129,0.1456,3.164,7.207,1.0
-9.22,0.3523,0.6694,0.4946,0.007584,21.9,0.96,0.02605,0.001663,0.411,4.61,8.87,2.0
-5.953,0.3193,0.5107,0.4575,0.014946,20.72,0.3037,0.002274,0.0001882,0.212,4.125,7.906,3.0
-3.916,0.309,0.6787,0.4478,0.02316,18.83,0.624,0.012924,0.002798,0.4668,3.691,5.12,4.0
-5.453,0.315,0.671,0.4766,0.01653,17.36,0.4026,0.00579,0.007786,1.002,5.887,5.95,0.0
-4.81,0.3325,0.569,0.4788,0.01352,20.42,0.4243,0.00489,0.000655,0.3406,4.63,7.863,1.0
-3.855,0.3264,0.5347,0.47,0.01584,20.3,0.3357,0.002941,0.0003414,0.2644,4.25,7.477,2.0
-2.1,0.3193,0.5093,0.4666,0.01559,19.39,0.2285,0.001373,0.000328,0.306,4.87,7.6,3.0
-6.54,0.3071,0.6514,0.4312,0.02232,20.47,0.7725,0.01776,0.000977,0.2625,2.938,5.363,4.0
-3.814,0.3213,0.671,0.4766,0.02162,17.92,0.4807,0.008,0.004444,0.6616,4.5,5.26,0.0
-6.54,0.3074,0.6978,0.465,0.01145,17.78,0.481,0.00826,0.011246,1.217,6.793,6.984,1.0
9.23,0.3328,0.6694,0.4858,0.01718,19.05,0.5864,0.011185,0.003408,0.592,4.668,6.305,2.0
-7.07,0.3154,0.3506,0.4675,0.01921,16.9,0.02567,1.37e-05,5.5e-06,0.0983,4.707,7.66,3.0
-7.863,0.309,0.6797,0.428,0.0225,20.84,0.974,0.02849,0.001033,0.2391,2.639,5.13,4.0
-11.67,0.3623,0.671,0.4783,0.01653,23.45,1.511,0.0604,0.0003412,0.12195,1.991,5.594,0.0
0.03198,0.301,0.553,0.4385,0.01613,19.53,0.326,0.002958,0.0006585,0.3618,4.7,7.2,1.0
-0.312,0.3042,0.6694,0.4517,0.01718,18.25,0.491,0.00819,0.004963,0.753,5.19,6.13,2.0
-5.332,0.3008,0.366,0.4424,0.01952,17.75,0.03885,3.15e-05,7.3e-06,0.0955,4.312,7.633,3.0
-11.71,0.3105,0.3403,0.4285,0.01962,23.11,0.0857,0.0001078,1e-07,0.009995,1.588,7.73,4.0
-2.71,0.3267,0.671,0.4783,0.01172,19.47,0.61,0.01184,0.004044,0.702,5.574,7.605,0.0
-3.863,0.3074,0.4985,0.4468,0.015015,19.78,0.2274,0.001308,0.0002255,0.2603,4.7,7.9,1.0
0.2725,0.3264,0.5337,0.4775,0.01639,19.25,0.2683,0.001978,0.000527,0.3516,4.824,7.21,2.0
-0.7534,0.3193,0.5425,0.4666,0.01559,19.39,0.292,0.002354,0.000605,0.368,4.902,7.375,3.0
-7.82,0.3188,0.5005,0.4478,0.0231,21.12,0.3367,0.002693,6.89e-05,0.10614,2.592,5.945,4.0
1.923,0.3267,0.671,0.4766,0.01921,18.92,0.5874,0.01131,0.003208,0.5522,4.344,5.88,0.0
-12.27,0.3074,0.542,0.4849,0.012886,14.88,0.1002,0.0003612,0.005165,1.42,8.52,5.76,1.0
-11.19,0.356,0.565,0.4858,0.012634,23.47,0.763,0.01371,0.0001454,0.1263,2.8,7.656,2.0
-7.973,0.315,0.359,0.4675,0.01559,17.17,0.02959,1.84e-05,9.06e-06,0.1261,5.406,8.54,3.0
-8.12,0.309,0.647,0.428,0.02252,21.08,0.863,0.02142,0.000663,0.2051,2.586,5.25,4.0
-5.188,0.3481,0.6543,0.4907,0.01674,20.83,0.7915,0.01837,0.001258,0.3276,3.607,6.527,0.0
-6.11,0.3064,0.654,0.431,0.02165,20.44,0.77,0.01772,0.001066,0.2778,3.049,5.492,1.0
-1.479,0.3289,0.5107,0.4868,0.02081,18.11,0.1844,0.0009584,0.0004354,0.3416,4.62,6.16,2.0
