like1,parn,parD,parq,parLambda,simulation_0,simulation_1,simulation_2,simulation_3,simulation_4,simulation_5,simulation_6,simulation_7,simulation_8,simulation_9,simulation_10,simulation_11,simulation_12,simulation_13,simulation_14,simulation_15,simulation_16,simulation_17,simulation_18,chain
-11.42,0.3088,0.6895,0.4622,0.01559,17.98,0.503,0.00888,0.0001429,2.26e-06,6e-08,0.0,0.0,0.0,1e-07,0.007477,0.923,5.668,6.277,5.85,5.348,2.125,0.6304,0.08887,4.0
-24.19,0.346,0.3984,0.4932,0.01675,20.81,0.1104,0.0002378,4e-07,0.0,0.0,0.0,0.0,0.0,0.0,7.4e-06,0.06683,3.314,8.41,4.656,7.23,3.066,0.675,0.0473,0.0
-17.75,0.311,0.652,0.44,0.0205,20.3,0.7295,0.01598,0.0003161,6.1e-06,1e-07,0.0,0.0,0.0,0.0,0.0012245,0.3118,3.314,5.75,3.752,4.86,2.844,1.119,0.2189,1.0
4.906,0.3162,0.644,0.4597,0.01843,19.2,0.538,0.00911,0.0001391,2.1e-06,6e-08,0.0,0.0,0.0,0.0,0.00224,0.4937,4.37,6.18,4.785,5.25,2.469,0.811,0.1257,2.0
-17.3,0.3445,0.4407,0.4922,0.01993,20.42,0.1649,0.000597,1.8e-06,0.0,0.0,0.0,0.0,0.0,0.0,2.813e-05,0.1008,3.256,7.152,4.242,6.055,2.643,0.6445,0.05527,3.0
-6.56,0.308,0.5264,0.448,0.0165,19.62,0.2766,0.00204,1.31e-05,6e-08,0.0,0.0,0.0,0.0,0.0,0.0003853,0.2996,4.547,7.297,5.38,6.254,2.604,0.6914,0.0739,4.0
-39.78,0.302,0.662,0.4932,0.01675,13.37,0.1448,0.0009656,5.84e-06,6e-08,0.0,0.0,0.0,0.0,1.1e-06,0.0382,2.566,7.566,3.744,6.11,2.908,0.4941,0.0728,0.0042,0.0
-2.436,0.3022,0.652,0.44,0.0194,19.05,0.5474,0.00959,0.0001518,2.3e-06,6e-08,0.0,0.0,0.0,0.0,0.00247,0.503,4.277,5.934,4.63,5.016,2.348,0.773,0.12085,1.0
14.47,0.3293,0.676,0.4785,0.01712,19.3,0.637,0.013115,0.0002453,4.5e-06,6e-08,0.0,0.0,0.0,6e-08,0.003244,0.5596,4.508,6.33,4.918,5.41,2.664,0.9297,0.159,2.0
-42.3,0.3604,0.4785,0.47,0.01836,26.11,0.7285,0.00983,0.000113,1.25e-06,0.0,0.0,0.0,0.0,0.0,4.1e-06,0.0186,1.1,5.477,1.628,4.57,5.15,2.842,0.716,3.0
13.1,0.3408,0.6904,0.4946,0.01549,19.45,0.696,0.01572,0.0003238,6.5e-06,1e-07,0.0,0.0,0.0,6e-08,0.003847,0.6016,4.7,6.633,5.156,5.723,2.9,1.046,0.1884,4.0
-19.52,0.326,0.6475,0.4932,0.01834,17.2,0.351,0.004345,4.86e-05,5.4e-07,0.0,0.0,0.0,0.0,6e-08,0.0059,0.9004,5.62,5.664,5.64,4.723,1.594,0.4023,0.04504,0.0
-4.117,0.312,0.5854,0.4539,0.01539,19.62,0.4067,0.004772,4.977e-05,5e-07,0.0,0.0,0.0,0.0,0.0,0.001073,0.4202,4.777,7.2,5.48,6.203,2.783,0.8354,0.1104,1.0
5.973,0.3,0.667,0.4336,0.0171,19.56,0.648,0.01326,0.0002463,4.4e-06,6e-08,0.0,0.0,0.0,0.0,0.002615,0.503,4.348,6.395,4.805,5.477,2.79,0.9927,0.1732,2.0
-47.7,0.3232,0.4683,0.404,0.01834,28.47,1.077,0.01932,0.0002942,4.23e-06,6e-08,0.0,0.0,0.0,0.0,7e-07,0.00571,0.538,4.043,0.839,3.254,5.35,3.94,1.402,3.0
13.1,0.3408,0.6904,0.4946,0.01549,19.45,0.696,0.01572,0.0003238,6.5e-06,1e-07,0.0,0.0,0.0,6e-08,0.003847,0.6016,4.7,6.633,5.156,5.723,2.9,1.046,0.1884,4.0
-34.47,0.314,0.5547,0.4932,0.015144,15.04,0.1162,0.000489,1.8e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.005272,1.312,7.773,5.46,7.305,4.438,0.866,0.1296,0.00696,0.0
-41.03,0.3447,0.652,0.44,0.01672,24.84,1.859,0.0848,0.003494,0.0001396,5.5e-06,2.4e-07,0.0,0.0,0.0,0.00011337,0.0601,1.33,4.805,1.726,4.02,4.9,3.469,1.412,1.0
-30.23,0.314,0.5024,0.4336,0.0171,22.78,0.446,0.0044,3.743e-05,3e-07,0.0,0.0,0.0,0.0,0.0,4.88e-05,0.0882,2.57,7.105,3.44,6.11,4.1,1.549,0.25,2.0
-9.96,0.3232,0.4683,0.4766,0.01834,18.45,0.1366,0.0004795,1.43e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0001684,0.2605,4.8,7.055,5.65,5.945,1.912,0.3818,0.0266,3.0
3.432,0.3115,0.6816,0.4497,0.015465,19.72,0.7075,0.0159,0.0003254,6.5e-06,1e-07,0.0,0.0,0.0,6e-08,0.003124,0.543,4.535,6.703,5.043,5.79,3.031,1.115,0.2047,4.0
-45.72,0.3625,0.4631,0.4636,0.01675,27.62,0.834,0.01183,0.0001421,1.6e-06,0.0,0.0,0.0,0.0,0.0,1.4e-06,0.00987,0.8076,5.12,1.257,4.246,5.793,3.646,1.059,0.0
4.316,0.3054,0.676,0.441,0.01567,19.7,0.6855,0.014854,0.0002928,5.6e-06,1e-07,0.0,0.0,0.0,6e-08,0.002934,0.5327,4.523,6.684,5.03,5.77,2.992,1.088,0.196,1.0
5.973,0.3,0.667,0.4336,0.0171,19.56,0.648,0.01326,0.0002463,4.4e-06,6e-08,0.0,0.0,0.0,0.0,0.002615,0.503,4.348,6.395,4.805,5.477,2.79,0.9927,0.1732,2.0
-20.61,0.304,0.4597,0.4316,0.01833,21.03,0.2197,0.001071,4.4e-06,0.0,0.0,0.0,0.0,0.0,0.0,3.97e-05,0.10834,3.246,7.395,4.25,6.316,3.06,0.8374,0.0853,3.0
-39.78,0.3408,0.6953,0.4365,0.01584,24.27,2.041,0.1088,0.005302,0.000251,1.18e-05,5.4e-07,0.0,0.0,0.0,0.000251,0.0871,1.541,4.99,1.949,4.207,4.93,3.488,1.462,4.0
2.37,0.3372,0.662,0.4932,0.01467,19.22,0.569,0.01037,0.0001712,2.74e-06,6e-08,0.0,0.0,0.0,6e-08,0.003448,0.634,5.105,6.902,5.605,5.965,2.768,0.912,0.1438,0.0
-37.4,0.3022,0.679,0.4875,0.01672,14.09,0.1914,0.001625,1.26e-05,1e-07,0.0,0.0,0.0,0.0,1.13e-06,0.03363,2.277,7.332,4.15,6.17,3.29,0.6567,0.1117,0.007797,1.0
-30.17,0.3198,0.667,0.4336,0.0171,22.36,1.181,0.03854,0.0011425,3.284e-05,9.5e-07,0.0,0.0,0.0,0.0,0.0006037,0.1852,2.553,5.99,3.098,5.133,4.168,2.156,0.6,2.0
-22.08,0.337,0.4683,0.4766,0.01834,21.28,0.2502,0.001395,6.6e-06,0.0,0.0,0.0,0.0,0.0,0.0,4.35e-05,0.1069,3.129,7.31,4.098,6.246,3.191,0.923,0.1021,3.0
-5.453,0.3037,0.6904,0.4348,0.01549,20.06,0.795,0.01988,0.000454,1.01e-05,2.4e-07,0.0,0.0,0.0,6e-08,0.00285,0.4937,4.27,6.676,4.797,5.773,3.24,1.269,0.253,4.0
-18.62,0.3372,0.4033,0.4932,0.01675,18.78,0.07544,0.0001246,2e-07,0.0,0.0,0.0,0.0,0.0,0.0,2.33e-05,0.1348,4.55,8.14,5.875,6.93,2.12,0.3625,0.01872,0.0
20.16,0.3022,0.652,0.44,0.01672,19.3,0.562,0.00998,0.0001601,2.5e-06,6e-08,0.0,0.0,0.0,0.0,0.002605,0.5376,4.63,6.51,5.094,5.58,2.646,0.8804,0.1395,1.0
14.1,0.3293,0.676,0.4785,0.01715,19.28,0.637,0.01311,0.0002453,4.5e-06,6e-08,0.0,0.0,0.0,6e-08,0.003242,0.559,4.504,6.32,4.914,5.406,2.66,0.928,0.1588,2.0
-25.3,0.3254,0.4507,0.4575,0.01834,21.72,0.2335,0.00115,4.77e-06,0.0,0.0,0.0,0.0,0.0,0.0,2.223e-05,0.0795,2.854,7.402,3.86,6.33,3.385,0.988,0.1077,3.0
-37.47,0.3132,0.4912,0.4946,0.01549,14.195,0.05826,0.0001182,2e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.002348,1.1455,8.21,5.29,7.68,4.227,0.6406,0.0724,0.00255,4.0
-25.34,0.35,0.5513,0.4915,0.014366,21.84,0.511,0.006485,7.224e-05,8e-07,0.0,0.0,0.0,0.0,0.0,0.0002359,0.189,3.525,7.695,4.465,6.71,4.04,1.481,0.2433,0.0
20.16,0.3022,0.652,0.44,0.01672,19.3,0.562,0.00998,0.0001601,2.5e-06,6e-08,0.0,0.0,0.0,0.0,0.002605,0.5376,4.63,6.51,5.094,5.58,2.646,0.8804,0.1395,1.0
-29.12,0.3293,0.676,0.4482,0.01715,22.16,1.181,0.0392,0.001184,3.475e-05,1e-06,0.0,0.0,0.0,0.0,0.000732,0.2036,2.646,5.996,3.186,5.14,4.086,2.09,0.5767,2.0
-7.5,0.3254,0.4683,0.4766,0.01834,18.9,0.151,0.0005717,1.85e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0001363,0.2272,4.516,7.16,5.418,6.055,2.102,0.4458,0.03348,3.0
-21.66,0.329,0.4966,0.4946,0.01549,17.55,0.1377,0.000539,1.8e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.000585,0.4824,6.113,7.15,6.79,6.04,1.687,0.3132,0.02069,4.0
-17.27,0.3372,0.516,0.4932,0.01389,19.48,0.2408,0.0015335,8.46e-06,6e-08,0.0,0.0,0.0,0.0,0.0,0.0003986,0.3389,5.184,8.0,6.176,6.926,2.695,0.6694,0.06506,0.0
12.4,0.3086,0.64,0.4524,0.01637,19.02,0.4958,0.007786,0.00011015,1.5e-06,0.0,0.0,0.0,0.0,0.0,0.002676,0.577,4.91,6.594,5.367,5.645,2.506,0.784,0.114,1.0
-8.22,0.314,0.4536,0.4604,0.02,18.6,0.1256,0.0003905,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,9.704e-05,0.2018,4.332,6.836,5.188,5.727,1.881,0.3733,0.02525,2.0
-7.5,0.3254,0.4683,0.4766,0.01834,18.9,0.151,0.0005717,1.85e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0001363,0.2272,4.516,7.16,5.418,6.055,2.102,0.4458,0.03348,3.0
13.1,0.3408,0.6904,0.4946,0.01549,19.45,0.696,0.01572,0.0003238,6.5e-06,1e-07,0.0,0.0,0.0,6e-08,0.003847,0.6016,4.7,6.633,5.156,5.723,2.9,1.046,0.1884,4.0
-3.92,0.3176,0.5835,0.4624,0.01541,19.58,0.3982,0.00458,4.673e-05,5e-07,0.0,0.0,0.0,0.0,0.0,0.001074,0.4238,4.81,7.195,5.51,6.2,2.752,0.8174,0.1065,0.0
-33.88,0.3096,0.458,0.423,0.01831,23.55,0.3623,0.00259,1.57e-05,6e-08,0.0,0.0,0.0,0.0,0.0,1.06e-05,0.04462,2.021,6.906,2.867,5.89,4.254,1.598,0.2415,1.0
15.19,0.3154,0.676,0.4585,0.01715,19.25,0.632,0.012924,0.0002403,4.35e-06,6e-08,0.0,0.0,0.0,6e-08,0.0033,0.5654,4.527,6.312,4.934,5.4,2.643,0.9175,0.1559,2.0
-7.734,0.3298,0.502,0.4766,0.01834,19.86,0.2462,0.001537,8.3e-06,6e-08,0.0,0.0,0.0,0.0,0.0,0.0001878,0.2164,4.016,7.055,4.86,6.0,2.557,0.671,0.06866,3.0
-35.8,0.3408,0.6904,0.451,0.013565,23.5,1.613,0.07,0.00277,0.0001065,4.05e-06,2e-07,0.0,0.0,0.0,0.000508,0.1525,2.287,6.2,2.87,5.367,5.22,3.174,1.097,4.0
2.285,0.3118,0.6475,0.4573,0.01842,18.77,0.4978,0.008,0.0001163,1.6e-06,0.0,0.0,0.0,0.0,0.0,0.00286,0.5703,4.645,6.098,4.99,5.164,2.27,0.7075,0.1031,0.0
-38.25,0.316,0.663,0.4106,0.01706,24.02,1.658,0.07056,0.002722,0.0001018,3.76e-06,1e-07,0.0,0.0,0.0,0.0002114,0.089,1.653,5.176,2.096,4.367,4.703,3.043,1.115,1.0
-19.17,0.3154,0.676,0.4778,0.0172,17.25,0.405,0.00592,7.874e-05,1e-06,0.0,0.0,0.0,0.0,1e-07,0.008255,1.011,5.79,5.773,5.785,4.844,1.694,0.45,0.0547,2.0
-10.68,0.3298,0.4744,0.4753,0.01955,19.9,0.2008,0.0009713,4e-06,0.0,0.0,0.0,0.0,0.0,0.0,9.07e-05,0.1633,3.713,6.965,4.594,5.895,2.469,0.6143,0.05682,3.0
-14.19,0.3264,0.536,0.4766,0.01429,19.6,0.287,0.002234,1.514e-05,1e-07,0.0,0.0,0.0,0.0,0.0,0.000537,0.3596,5.04,7.773,5.95,6.727,2.756,0.731,0.0788,4.0
6.13,0.3044,0.6294,0.4473,0.0178,18.81,0.453,0.006493,8.374e-05,1.1e-06,0.0,0.0,0.0,0.0,0.0,0.002388,0.5527,4.773,6.305,5.176,5.35,2.293,0.691,0.0951,0.0
-4.92,0.3132,0.652,0.4578,0.01387,19.36,0.5522,0.0096,0.0001508,2.26e-06,6e-08,0.0,0.0,0.0,0.0,0.00305,0.616,5.2,7.16,5.77,6.21,2.887,0.9443,0.1465,1.0
4.56,0.3123,0.652,0.4575,0.01823,18.84,0.5176,0.00867,0.0001311,1.9e-06,0.0,0.0,0.0,0.0,0.0,0.002926,0.5693,4.625,6.133,4.98,5.2,2.326,0.739,0.1104,2.0
-9.82,0.3298,0.479,0.4766,0.01834,19.86,0.2035,0.001009,4.3e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.00011253,0.1841,3.969,7.22,4.89,6.14,2.531,0.626,0.05777,3.0
-11.99,0.3347,0.536,0.4805,0.01683,20.38,0.3494,0.00318,2.53e-05,2e-07,0.0,0.0,0.0,0.0,0.0,0.0003157,0.2456,4.01,7.22,4.848,6.2,2.969,0.891,0.1123,4.0
-10.984,0.3372,0.662,0.4854,0.013374,20.14,0.683,0.01427,0.0002701,4.95e-06,1e-07,0.0,0.0,0.0,0.0,0.002434,0.512,4.727,7.33,5.395,6.402,3.404,1.251,0.2261,0.0
12.195,0.328,0.652,0.4812,0.01672,18.9,0.5156,0.00857,0.0001287,1.85e-06,0.0,0.0,0.0,0.0,0.0,0.00314,0.6064,4.895,6.445,5.3,5.504,2.445,0.772,0.1146,1.0
5.668,0.3186,0.6997,0.4597,0.01608,19.62,0.7593,0.0187,0.0004213,9.24e-06,2e-07,0.0,0.0,0.0,6e-08,0.003695,0.562,4.438,6.477,4.883,5.582,2.967,1.118,0.2141,2.0
-40.16,0.3625,0.511,0.4775,0.0173,25.3,0.8013,0.01297,0.0001816,2.44e-06,6e-08,0.0,0.0,0.0,0.0,1.43e-05,0.03436,1.431,5.887,2.03,4.977,5.1,2.734,0.6914,3.0
-36.5,0.3079,0.6904,0.4946,0.01358,14.58,0.2228,0.00215,1.89e-05,2e-07,0.0,0.0,0.0,0.0,1.3e-06,0.03558,2.377,7.93,4.78,6.895,3.873,0.838,0.1531,0.01177,4.0
-34.7,0.3584,0.6743,0.4766,0.01535,23.28,1.455,0.0566,0.002003,6.87e-05,2.3e-06,6e-08,0.0,0.0,0.0,0.000436,0.1448,2.232,5.973,2.785,5.133,4.81,2.803,0.91,0.0
22.86,0.3022,0.6763,0.44,0.01672,19.22,0.627,0.01276,0.000236,4.23e-06,6e-08,0.0,0.0,0.0,6e-08,0.00347,0.5854,4.633,6.395,5.043,5.477,2.656,0.9165,0.1547,1.0
-6.875,0.3389,0.5093,0.4895,0.01851,19.84,0.2605,0.001741,1.01e-05,6e-08,0.0,0.0,0.0,0.0,0.0,0.0002184,0.2263,4.008,6.96,4.816,5.918,2.545,0.679,0.07166,2.0
-13.26,0.3083,0.4927,0.442,0.01875,20.33,0.2532,0.001563,8.3e-06,6e-08,0.0,0.0,0.0,0.0,0.0,0.0001194,0.1713,3.65,7.043,4.523,5.992,2.73,0.746,0.0794,3.0
10.51,0.3408,0.676,0.4946,0.01551,19.5,0.6553,0.013725,0.0002613,4.8e-06,6e-08,0.0,0.0,0.0,6e-08,0.003275,0.573,4.695,6.695,5.18,5.777,2.893,1.023,0.178,4.0
-35.78,0.309,0.662,0.4932,0.01825,14.45,0.1947,0.001615,1.21e-05,6e-08,0.0,0.0,0.0,0.0,5.4e-07,0.02263,1.891,6.93,4.26,5.98,3.389,0.7153,0.1255,0.009,0.0
-33.5,0.3088,0.465,0.4219,0.01956,23.4,0.3813,0.002928,1.91e-05,1e-07,0.0,0.0,0.0,0.0,0.0,1.24e-05,0.0458,1.957,6.555,2.736,5.555,4.027,1.533,0.2382,1.0
0.386,0.345,0.6636,0.4966,0.01717,19.75,0.6626,0.0137,0.0002568,4.65e-06,6e-08,0.0,0.0,0.0,0.0,0.002293,0.4678,4.22,6.41,4.7,5.496,2.873,1.042,0.1857,2.0
-9.12,0.3167,0.4797,0.4578,0.01834,19.78,0.2015,0.000995,4.2e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.00011855,0.1895,4.016,7.207,4.934,6.13,2.498,0.613,0.0561,3.0
8.54,0.3408,0.6904,0.4934,0.01549,19.56,0.714,0.01643,0.0003452,7.03e-06,1e-07,0.0,0.0,0.0,6e-08,0.003635,0.58,4.617,6.645,5.09,5.74,2.965,1.086,0.1993,4.0
4.47,0.3157,0.6494,0.4631,0.01814,18.81,0.507,0.0083,0.0001228,1.8e-06,0.0,0.0,0.0,0.0,0.0,0.002932,0.5757,4.67,6.15,5.027,5.215,2.309,0.725,0.1068,0.0
15.625,0.3008,0.6763,0.4407,0.01672,18.92,0.587,0.01136,0.0001999,3.4e-06,6e-08,0.0,0.0,0.0,6e-08,0.004,0.642,4.832,6.348,5.2,5.426,2.502,0.8296,0.133,1.0
-6.203,0.3276,0.5103,0.4736,0.0185,19.78,0.2585,0.001724,9.95e-06,6e-08,0.0,0.0,0.0,0.0,0.0,0.0002272,0.2313,4.047,6.953,4.85,5.91,2.521,0.6694,0.0701,2.0
-9.9,0.3167,0.4797,0.4578,0.01793,19.83,0.2024,0.001001,4.23e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0001195,0.1914,4.062,7.31,5.004,6.227,2.543,0.625,0.0573,3.0
-28.0,0.353,0.525,0.4902,0.01651,22.36,0.4836,0.00546,5.36e-05,5e-07,0.0,0.0,0.0,0.0,0.0,9.76e-05,0.1207,2.877,7.195,3.748,6.207,4.008,1.509,0.2489,4.0
-13.1,0.3372,0.504,0.4932,0.01532,19.33,0.2157,0.001216,5.9e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0003057,0.3044,4.953,7.695,5.902,6.613,2.508,0.6,0.05493,0.0
11.9,0.328,0.6763,0.4812,0.01672,18.84,0.577,0.01102,0.0001913,3.2e-06,6e-08,0.0,0.0,0.0,6e-08,0.004154,0.6577,4.883,6.332,5.24,5.406,2.463,0.8076,0.1278,1.0
-10.555,0.3154,0.4414,0.4585,0.01857,19.33,0.1293,0.0003886,9.5e-07,0.0,0.0,0.0,0.0,0.0,0.0,5.394e-05,0.156,4.11,7.4,5.15,6.27,2.25,0.4702,0.0333,2.0
-9.81,0.328,0.479,0.4736,0.01828,19.84,0.2034,0.001008,4.23e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.00011337,0.185,3.98,7.23,4.906,6.152,2.531,0.6255,0.0577,3.0
6.08,0.3408,0.6904,0.4946,0.01481,19.52,0.7007,0.01587,0.0003283,6.6e-06,1e-07,0.0,0.0,0.0,6e-08,0.003899,0.612,4.793,6.793,5.285,5.88,2.988,1.081,0.1953,4.0
-22.62,0.349,0.4707,0.4932,0.01787,21.38,0.2595,0.001501,7.4e-06,6e-08,0.0,0.0,0.0,0.0,0.0,4.596e-05,0.10895,3.158,7.402,4.145,6.344,3.281,0.9624,0.1087,0.0
13.46,0.3235,0.689,0.4702,0.01533,19.39,0.6816,0.01511,0.0003052,6e-06,1e-07,0.0,0.0,0.0,6e-08,0.00393,0.6147,4.773,6.668,5.23,5.754,2.879,1.027,0.1823,1.0
-10.02,0.3076,0.5215,0.4421,0.01843,20.17,0.3062,0.002417,1.657e-05,1e-07,0.0,0.0,0.0,0.0,0.0,0.0002385,0.2206,3.84,6.918,4.633,5.895,2.72,0.7803,0.0913,2.0
-14.29,0.346,0.4675,0.4973,0.01796,20.23,0.1987,0.0009246,3.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,7.29e-05,0.1525,3.777,7.43,4.777,6.34,2.723,0.684,0.0634,3.0
13.57,0.3408,0.6904,0.4946,0.01553,19.44,0.6953,0.0157,0.0003235,6.5e-06,1e-07,0.0,0.0,0.0,6e-08,0.003843,0.601,4.69,6.62,5.15,5.71,2.895,1.044,0.1879,4.0
-23.22,0.3252,0.547,0.4932,0.01566,17.12,0.1823,0.001045,5.25e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.001825,0.719,6.41,6.574,6.734,5.52,1.546,0.3062,0.02316,0.0
22.86,0.3022,0.6763,0.44,0.01672,19.22,0.627,0.01276,0.000236,4.23e-06,6e-08,0.0,0.0,0.0,6e-08,0.00347,0.5854,4.633,6.395,5.043,5.477,2.656,0.9165,0.1547,1.0
-5.855,0.3044,0.4978,0.441,0.01949,19.6,0.2277,0.001323,6.6e-06,6e-08,0.0,0.0,0.0,0.0,0.0,0.0001811,0.215,3.965,6.79,4.75,5.74,2.355,0.596,0.05807,2.0
-38.7,0.3604,0.4907,0.4805,0.01729,24.9,0.624,0.00772,8.2e-05,8.3e-07,0.0,0.0,0.0,0.0,0.0,1.2e-05,0.03622,1.598,6.316,2.283,5.367,4.984,2.4,0.5176,3.0
5.113,0.3228,0.698,0.4653,0.01588,19.66,0.758,0.01857,0.000416,9.06e-06,2e-07,0.0,0.0,0.0,6e-08,0.003641,0.561,4.457,6.53,4.918,5.633,2.996,1.13,0.2161,4.0
3.639,0.3225,0.662,0.4753,0.01675,18.64,0.5137,0.00871,0.0001339,1.97e-06,0.0,0.0,0.0,0.0,6e-08,0.003933,0.6724,5.04,6.344,5.383,5.406,2.336,0.726,0.10657,0.0
-32.38,0.31,0.527,0.4248,0.01561,23.23,0.579,0.00756,8.59e-05,9.5e-07,0.0,0.0,0.0,0.0,0.0,6.956e-05,0.09503,2.54,7.188,3.396,6.215,4.57,1.912,0.361,1.0
-9.11,0.3247,0.5415,0.4783,0.01562,18.94,0.263,0.001953,1.27e-05,6e-08,0.0,0.0,0.0,0.0,0.0,0.0007315,0.418,5.2,7.273,5.938,6.227,2.346,0.585,0.05875,2.0
-18.62,0.3015,0.4912,0.4287,0.01826,20.92,0.282,0.001879,1.07e-05,6e-08,0.0,0.0,0.0,0.0,0.0,8.976e-05,0.1439,3.39,7.17,4.297,6.13,3.05,0.8926,0.10333,3.0
-40.06,0.3408,0.6904,0.4363,0.01553,24.39,2.033,0.10706,0.005142,0.0002402,1.11e-05,5.4e-07,0.0,0.0,0.0,0.0002304,0.08405,1.529,5.03,1.945,4.25,5.02,3.562,1.495,4.0
-2.754,0.3372,0.662,0.4932,0.01404,19.28,0.5728,0.01047,0.0001734,2.8e-06,6e-08,0.0,0.0,0.0,6e-08,0.003492,0.6436,5.203,7.06,5.734,6.117,2.848,0.941,0.1488,0.0
-39.75,0.319,0.664,0.4097,0.0181,24.31,1.812,0.08325,0.00347,0.0001402,5.6e-06,2.4e-07,0.0,0.0,0.0,0.000156,0.0702,1.398,4.707,1.778,3.926,4.547,3.121,1.233,1.0
-46.56,0.3306,0.676,0.3936,0.01715,26.34,3.13,0.232,0.01563,0.001022,6.616e-05,4.3e-06,0.0,0.0,0.0,3.36e-05,0.02086,0.605,3.057,0.7905,2.424,4.293,4.176,2.57,2.0
-9.81,0.328,0.479,0.4736,0.01828,19.84,0.2034,0.001008,4.23e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.00011337,0.185,3.98,7.23,4.906,6.152,2.531,0.6255,0.0577,3.0
-46.22,0.3757,0.676,0.452,0.01554,26.31,2.988,0.2114,0.0136,0.0008497,5.26e-05,3.2e-06,0.0,0.0,0.0,4.417e-05,0.02611,0.7227,3.482,0.951,2.809,4.75,4.45,2.615,4.0
-35.75,0.3088,0.662,0.4932,0.01819,14.46,0.1948,0.001616,1.216e-05,6e-08,0.0,0.0,0.0,0.0,5.4e-07,0.02266,1.894,6.94,4.27,5.992,3.395,0.7173,0.1259,0.009026,0.0
-39.78,0.319,0.664,0.4097,0.01811,24.31,1.813,0.0834,0.003475,0.0001405,5.6e-06,2.4e-07,0.0,0.0,0.0,0.0001556,0.07007,1.396,4.703,1.775,3.922,4.547,3.121,1.234,1.0
-20.97,0.3154,0.473,0.4585,0.01387,19.88,0.1842,0.0008173,3.1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0001303,0.2244,4.812,8.44,6.027,7.32,2.852,0.668,0.0572,2.0
-9.87,0.3167,0.4797,0.4578,0.01796,19.83,0.2024,0.001001,4.23e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.00011945,0.1913,4.06,7.305,5.0,6.223,2.541,0.625,0.0573,3.0
-12.125,0.3237,0.537,0.4648,0.01654,20.36,0.3486,0.003174,2.52e-05,2e-07,0.0,0.0,0.0,0.0,0.0,0.0003273,0.2517,4.074,7.285,4.92,6.266,2.986,0.894,0.1123,4.0
5.703,0.3044,0.6504,0.4473,0.01775,18.77,0.5024,0.00818,0.0001203,1.7e-06,0.0,0.0,0.0,0.0,0.0,0.00308,0.5957,4.773,6.22,5.133,5.28,2.316,0.7227,0.1055,0.0
22.22,0.3022,0.6626,0.44,0.01672,19.27,0.591,0.011154,0.0001909,3.16e-06,6e-08,0.0,0.0,0.0,6e-08,0.002966,0.5586,4.633,6.46,5.07,5.53,2.65,0.8965,0.1462,1.0
-46.56,0.3306,0.676,0.3936,0.01715,26.34,3.135,0.2325,0.01567,0.001026,6.646e-05,4.3e-06,0.0,0.0,0.0,3.35e-05,0.0208,0.604,3.053,0.7886,2.42,4.293,4.176,2.574,2.0
-9.87,0.3167,0.4797,0.4578,0.01796,19.83,0.2024,0.001001,4.23e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.00011945,0.1913,4.06,7.305,5.0,6.223,2.541,0.625,0.0573,3.0
13.57,0.3408,0.6904,0.4946,0.01553,19.44,0.6953,0.0157,0.0003235,6.5e-06,1e-07,0.0,0.0,0.0,6e-08,0.003843,0.601,4.69,6.62,5.15,5.71,2.895,1.044,0.1879,4.0
-2.354,0.3362,0.573,0.494,0.01608,19.03,0.3333,0.003256,2.813e-05,2.4e-07,0.0,0.0,0.0,0.0,0.0,0.00114,0.462,5.043,6.996,5.676,5.984,2.408,0.6543,0.0755,0.0
-4.863,0.3193,0.5703,0.4697,0.01573,19.02,0.3247,0.003084,2.587e-05,2e-07,0.0,0.0,0.0,0.0,0.0,0.0011215,0.4666,5.13,7.09,5.78,6.074,2.418,0.65,0.0738,1.0
15.11,0.3154,0.677,0.4585,0.01715,19.25,0.6343,0.01304,0.0002435,4.4e-06,6e-08,0.0,0.0,0.0,6e-08,0.003334,0.567,4.527,6.31,4.93,5.395,2.643,0.9185,0.1565,2.0
-9.65,0.3347,0.4673,0.487,0.01764,19.44,0.1667,0.0006776,2.3e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0001089,0.1995,4.32,7.43,5.305,6.324,2.373,0.5356,0.04337,3.0
1.956,0.3381,0.6904,0.487,0.01553,19.77,0.7456,0.01776,0.0003858,8.17e-06,2e-07,0.0,0.0,0.0,6e-08,0.00329,0.5425,4.47,6.652,4.965,5.746,3.07,1.155,0.2194,4.0
