like1,like2,like3,like4,like5,like6,like7,like8,like9,like10,like11,like12,like13,like14,parn,parD,parq,parLambda,simulation_0,simulation_1,simulation_2,simulation_3,simulation_4,simulation_5,simulation_6,simulation_7,simulation_8,simulation_9,simulation_10,simulation_11,simulation_12,simulation_13,chain
6.055,0.2847,0.005623,7.546e-05,1.3e-06,0.0,0.0,0.0,0.0,6e-08,0.003895,0.692,3.367,0.4534,0.3105,0.515,0.4092,0.01715,25.25,0.817,0.013596,0.000196,2.7e-06,6e-08,0.0,0.0,0.0,0.0,1.61e-05,0.0362,1.458,5.918,1.0
4.07,0.866,0.04388,0.001622,5.543e-05,1.8e-06,6e-08,0.0,0.0,6e-08,0.003546,0.595,2.697,0.593,0.312,0.664,0.4148,0.01643,23.27,1.398,0.05185,0.001742,5.68e-05,1.85e-06,6e-08,0.0,0.0,0.0,0.0003657,0.1326,2.129,5.777,1.0
4.605,0.4539,0.01522,0.000364,8.34e-06,2e-07,0.0,0.0,0.0,6e-08,0.003784,0.632,2.68,0.01984,0.3137,0.587,0.4204,0.01572,23.8,0.986,0.0232,0.0004845,9.7e-06,2e-07,0.0,0.0,0.0,0.0,0.0001266,0.09625,2.146,6.39,1.0
5.69,0.1594,0.00548,0.00010663,1.3e-06,0.0,0.0,0.0,0.0,6e-08,0.003906,0.699,3.023,1.188,0.3152,0.4382,0.4258,0.01499,24.89,0.3728,0.002491,1.395e-05,6e-08,0.0,0.0,0.0,0.0,0.0,4.05e-06,0.02882,1.803,7.56,1.0
5.613,0.485,0.00795,0.0001205,1.4e-06,0.0,0.0,0.0,0.0,6e-08,0.00391,0.7256,3.703,3.031,0.317,0.2896,0.4314,0.014275,24.81,0.04706,2.444e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002224,1.123,9.4,1.0
0.8857,0.532,0.00797,0.0001206,1.4e-06,0.0,0.0,0.0,0.0,6e-08,0.00391,0.728,4.645,6.65,0.3184,0.1406,0.437,0.01355,18.31,5.51e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4e-07,0.1815,13.016,1.0
2.28,0.5293,0.00797,0.0001206,1.4e-06,0.0,0.0,0.0,0.0,6e-08,0.00391,0.728,3.977,5.863,0.32,0.2081,0.4426,0.01283,21.47,0.00294,6e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001963,0.849,12.234,1.0
3.902,0.4336,0.00782,0.00012034,1.4e-06,0.0,0.0,0.0,0.0,6e-08,0.00391,0.7056,2.32,3.771,0.3215,0.357,0.4482,0.012115,23.1,0.09845,0.0001507,2e-07,0.0,0.0,0.0,0.0,0.0,0.0,6e-07,0.02237,2.506,10.14,1.0
3.188,0.1385,0.004463,9.36e-05,1.2e-06,0.0,0.0,0.0,0.0,6e-08,0.003813,0.5796,1.122,2.54,0.3232,0.506,0.4539,0.01139,22.39,0.3936,0.003508,2.7e-05,2e-07,0.0,0.0,0.0,0.0,0.0,9.865e-05,0.1483,3.703,8.91,1.0
2.102,0.2808,0.01098,0.0002792,6.8e-06,1e-07,0.0,0.0,0.0,0.0,0.00236,0.3235,0.366,1.723,0.325,0.655,0.4595,0.01067,21.3,0.813,0.01895,0.0003998,8.17e-06,2e-07,0.0,0.0,0.0,0.0,0.001553,0.4045,4.46,8.09,1.0
2.104,0.04913,0.001139,6.6e-06,3e-07,0.0,0.0,0.0,0.0,6e-08,0.003082,0.3726,0.08704,2.344,0.3264,0.5967,0.465,0.00995,21.3,0.581,0.00911,0.0001272,1.7e-06,0.0,0.0,0.0,0.0,0.0,0.0008283,0.3555,4.74,8.71,1.0
2.045,0.3472,0.007236,0.00011814,1.4e-06,0.0,0.0,0.0,0.0,6e-08,0.003862,0.5728,0.08325,3.94,0.3281,0.4478,0.4707,0.00923,21.23,0.1849,0.000734,2.44e-06,0.0,0.0,0.0,0.0,0.0,0.0,4.935e-05,0.155,4.742,10.305,1.0
0.1403,0.515,0.007965,0.0001206,1.4e-06,0.0,0.0,0.0,0.0,6e-08,0.00391,0.7017,0.579,6.477,0.3296,0.299,0.4763,0.008514,19.34,0.0172,4.4e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-07,0.02658,4.246,12.84,1.0
7.992,0.532,0.00797,0.0001206,1.4e-06,0.0,0.0,0.0,0.0,6e-08,0.00391,0.728,2.59,11.625,0.3313,0.1503,0.482,0.007793,11.2,1.1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001019,2.236,18.0,1.0
5.152,0.5317,0.00797,0.0001206,1.4e-06,0.0,0.0,0.0,0.0,6e-08,0.00391,0.7256,0.827,9.414,0.3328,0.1986,0.4875,0.007072,14.05,0.000305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00256,3.998,15.78,1.0
0.7397,0.5015,0.00796,0.0001205,1.4e-06,0.0,0.0,0.0,0.0,6e-08,0.003906,0.6147,1.673,5.92,0.3345,0.3474,0.4932,0.00635,18.45,0.03064,1.77e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5e-06,0.1132,6.5,12.29,1.0
0.1069,0.3499,0.007114,0.00011706,1.4e-06,0.0,0.0,0.0,0.0,6e-08,0.003426,0.2418,2.63,4.16,0.336,0.496,0.4988,0.00563,19.3,0.1821,0.0008574,3.46e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0004857,0.486,7.457,10.53,1.0
0.853,0.02722,0.001472,2.337e-05,7e-07,0.0,0.0,0.0,0.0,0.0,0.0002105,0.07294,2.172,3.42,0.3376,0.645,0.4956,0.004913,20.05,0.5596,0.009445,0.0001439,2.15e-06,6e-08,0.0,0.0,0.0,0.0,0.0037,0.801,6.996,9.79,1.0
1.913,0.02216,0.0004804,5.4e-06,1e-07,0.0,0.0,0.0,0.0,6e-08,0.002384,0.185,1.514,4.168,0.3394,0.6064,0.49,0.004192,21.11,0.554,0.00845,0.0001151,1.5e-06,0.0,0.0,0.0,0.0,0.0,0.001527,0.543,6.34,10.54,1.0
3.371,0.2861,0.006725,0.0001152,1.4e-06,0.0,0.0,0.0,0.0,6e-08,0.003859,0.5703,0.2937,6.105,0.3408,0.4575,0.4846,0.003471,22.56,0.246,0.0012455,5.3e-06,0.0,0.0,0.0,0.0,0.0,0.0,5.23e-05,0.1578,5.12,12.48,1.0
4.355,0.4868,0.00794,0.0001205,1.4e-06,0.0,0.0,0.0,0.0,6e-08,0.00391,0.7153,1.8545,8.83,0.3425,0.3086,0.479,0.002752,23.55,0.0452,2.6e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6e-08,0.01245,2.973,15.195,1.0
1.523,0.5317,0.00797,0.0001206,1.4e-06,0.0,0.0,0.0,0.0,6e-08,0.00391,0.728,4.37,12.69,0.344,0.1598,0.4734,0.002031,20.72,0.0002704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.44e-06,0.4558,19.06,1.0
6.082,0.5293,0.00797,0.0001206,1.4e-06,0.0,0.0,0.0,0.0,6e-08,0.00391,0.728,4.367,9.73,0.3457,0.189,0.4678,0.001311,25.28,0.002666,6e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45e-05,0.46,16.1,1.0
9.68,0.3477,0.007576,0.00011986,1.4e-06,0.0,0.0,0.0,0.0,6e-08,0.00391,0.723,3.404,6.17,0.3472,0.3376,0.4622,0.0005918,28.88,0.1846,0.0003967,6.6e-07,0.0,0.0,0.0,0.0,0.0,0.0,6e-08,0.00481,1.421,12.54,1.0
9.11,0.3557,0.00569,5.94e-05,8.3e-07,0.0,0.0,0.0,0.0,6e-08,0.003902,0.6934,2.787,4.137,0.3489,0.4866,0.4565,0.0001283,28.3,0.888,0.013664,0.00018,2.26e-06,0.0,0.0,0.0,0.0,0.0,8.34e-06,0.03473,2.04,10.51,1.0
7.62,1.412,0.07654,0.003187,0.0001237,4.65e-06,2e-07,0.0,0.0,6e-08,0.003767,0.6353,2.535,2.43,0.3503,0.6353,0.451,0.0008483,26.81,1.944,0.08453,0.003307,0.0001252,4.65e-06,2e-07,0.0,0.0,0.0,0.0001446,0.09283,2.291,8.8,1.0
8.47,1.55,0.084,0.003517,0.0001376,5.2e-06,2e-07,0.0,0.0,6e-08,0.003847,0.6704,3.072,1.491,0.352,0.6157,0.4453,0.001568,27.67,2.082,0.092,0.003637,0.0001389,5.25e-06,2e-07,0.0,0.0,0.0,6.51e-05,0.05737,1.753,7.86,1.0
11.95,0.7935,0.0187,0.0003352,5.96e-06,1e-07,0.0,0.0,0.0,6e-08,0.00391,0.7207,4.035,0.402,0.3538,0.467,0.4397,0.002289,31.16,1.325,0.02669,0.0004559,7.33e-06,1e-07,0.0,0.0,0.0,0.0,8e-07,0.00733,0.7915,6.77,1.0
17.11,0.02075,0.005726,0.000113,1.4e-06,0.0,0.0,0.0,0.0,6e-08,0.00391,0.728,4.668,1.665,0.3552,0.318,0.434,0.003008,36.3,0.511,0.002245,7.5e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001273,0.1577,4.703,1.0
25.48,0.5024,0.00797,0.0001206,1.4e-06,0.0,0.0,0.0,0.0,6e-08,0.00391,0.728,4.824,4.977,0.357,0.1694,0.4285,0.003729,44.7,0.02977,1.97e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001504,1.395,1.0
27.31,0.4678,0.007965,0.0001206,1.4e-06,0.0,0.0,0.0,0.0,6e-08,0.00391,0.728,4.824,5.43,0.3584,0.1793,0.4229,0.004448,46.5,0.0643,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001056,0.9414,1.0
19.78,0.55,0.001765,5.287e-05,9.5e-07,0.0,0.0,0.0,0.0,6e-08,0.00391,0.728,4.785,4.367,0.36,0.3281,0.4172,0.00517,38.97,1.082,0.009735,6.765e-05,4e-07,0.0,0.0,0.0,0.0,0.0,0.0,2.444e-05,0.0426,2.002,1.0
14.54,2.344,0.1103,0.004025,0.000136,4.4e-06,1e-07,0.0,0.0,6e-08,0.00391,0.727,4.67,3.973,0.3616,0.477,0.4116,0.00589,33.75,2.877,0.1182,0.004143,0.0001374,4.5e-06,1e-07,0.0,0.0,0.0,6e-08,0.0008407,0.1553,2.398,1.0
10.82,4.06,0.4087,0.03384,0.002674,0.000208,1.61e-05,0.0,0.0,6e-08,0.003906,0.7227,4.535,3.887,0.3633,0.626,0.406,0.006607,30.02,4.59,0.4167,0.03397,0.002676,0.000208,1.61e-05,0.0,0.0,0.0,3.3e-06,0.005104,0.2893,2.482,1.0
10.98,4.496,0.4888,0.04395,0.003777,0.0003197,2.694e-05,0.0,0.0,6e-08,0.00391,0.7246,4.61,4.35,0.3647,0.6255,0.4004,0.007328,30.17,5.027,0.4968,0.04407,0.003778,0.0003197,2.694e-05,0.0,0.0,0.0,2e-06,0.003479,0.2155,2.018,1.0
15.36,3.611,0.2313,0.011665,0.000548,2.5e-05,1.13e-06,0.0,0.0,6e-08,0.00391,0.728,4.777,5.28,0.3665,0.4766,0.395,0.00805,34.56,4.145,0.2393,0.01178,0.000549,2.5e-05,1.13e-06,0.0,0.0,0.0,0.0,0.000191,0.04987,1.087,1.0
22.45,2.13,0.04718,0.0007615,1.144e-05,2e-07,0.0,0.0,0.0,6e-08,0.00391,0.728,4.824,6.06,0.3682,0.328,0.3894,0.008766,41.66,2.662,0.05515,0.000882,1.28e-05,2e-07,0.0,0.0,0.0,0.0,0.0,7e-07,0.002863,0.312,1.0
37.1,0.1415,0.007065,0.0001198,1.4e-06,0.0,0.0,0.0,0.0,6e-08,0.00391,0.728,4.824,6.36,0.3696,0.1791,0.3838,0.00949,56.3,0.674,0.000908,7e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2e-06,0.00935,1.0
38.84,0.2146,0.00702,0.00011986,1.4e-06,0.0,0.0,0.0,0.0,6e-08,0.00391,0.728,4.824,6.367,0.3713,0.1698,0.3782,0.01021,58.03,0.7466,0.0009527,7e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-07,0.00278,1.0
23.12,3.48,0.11084,0.00257,5.38e-05,1.1e-06,0.0,0.0,0.0,6e-08,0.00391,0.728,4.824,6.297,0.3728,0.3186,0.3726,0.010925,42.3,4.01,0.11884,0.00269,5.52e-05,1.1e-06,0.0,0.0,0.0,0.0,0.0,6e-08,0.0003645,0.07263,1.0
15.586,6.246,0.6177,0.04886,0.003622,0.0002618,1.87e-05,0.0,0.0,6e-08,0.00391,0.728,4.82,6.156,0.3745,0.4673,0.367,0.01165,34.78,6.777,0.6255,0.04898,0.003624,0.0002618,1.87e-05,0.0,0.0,0.0,0.0,1.115e-05,0.005478,0.2139,1.0
10.92,7.953,1.396,0.208,0.02975,0.0042,0.00059,0.0,0.0,6e-08,0.00391,0.728,4.805,6.016,0.376,0.616,0.3613,0.01237,30.12,8.484,1.404,0.2081,0.02977,0.0042,0.00059,0.0,0.0,0.0,6e-08,0.0001844,0.02103,0.3523,1.0
10.266,8.58,1.679,0.281,0.04535,0.00722,0.001144,0.0,0.0,6e-08,0.00391,0.728,4.81,6.08,0.3777,0.6353,0.3557,0.01309,29.45,9.11,1.687,0.2812,0.04535,0.00722,0.001144,0.0,0.0,0.0,6e-08,0.0001673,0.01764,0.2896,1.0
14.06,8.34,1.153,0.1299,0.0138,0.001432,0.0001472,0.0,0.0,6e-08,0.00391,0.728,4.824,6.285,0.3792,0.4863,0.35,0.01381,33.25,8.875,1.161,0.13,0.0138,0.001432,0.0001472,0.0,0.0,0.0,0.0,3.9e-06,0.001933,0.085,1.0
19.86,7.367,0.529,0.02829,0.001371,6.36e-05,2.86e-06,0.0,0.0,6e-08,0.00391,0.728,4.824,6.363,0.3809,0.3374,0.3445,0.01453,39.06,7.9,0.5366,0.02841,0.001372,6.366e-05,2.86e-06,0.0,0.0,0.0,0.0,0.0,2.84e-05,0.00798,1.0
30.2,4.355,0.0534,0.0003498,1.6e-06,0.0,0.0,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.3826,0.1886,0.3389,0.01525,49.4,4.89,0.06137,0.0004704,3e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52e-05,1.0
31.6,4.066,0.02766,3.23e-05,9e-07,0.0,0.0,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.384,0.1602,0.3333,0.01596,50.78,4.598,0.03564,0.0001528,5.4e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5e-07,1.0
18.92,9.56,0.794,0.0481,0.002615,0.0001354,6.85e-06,0.0,0.0,6e-08,0.00391,0.728,4.824,6.367,0.3857,0.309,0.3276,0.0167,38.12,10.09,0.802,0.04822,0.002615,0.0001354,6.85e-06,0.0,0.0,0.0,0.0,0.0,1e-06,0.0007243,1.0
12.445,11.62,2.158,0.3264,0.0464,0.00643,0.0008807,0.0,0.0,6e-08,0.00391,0.728,4.824,6.36,0.3872,0.4578,0.322,0.01741,31.64,12.15,2.166,0.3264,0.0464,0.00643,0.0008807,0.0,0.0,0.0,0.0,6e-08,9.906e-05,0.00847,1.0
8.36,12.195,3.41,0.8193,0.1895,0.04318,0.009796,0.0,0.0,6e-08,0.00391,0.728,4.824,6.34,0.389,0.6064,0.3164,0.01813,27.55,12.73,3.418,0.8193,0.1895,0.04318,0.009796,0.0,0.0,0.0,0.0,4.65e-06,0.000956,0.02791,1.0
7.19,12.56,3.924,1.064,0.2793,0.0724,0.01869,0.0,0.0,6e-08,0.00391,0.728,4.824,6.344,0.3904,0.6445,0.3108,0.01884,26.39,13.09,3.932,1.065,0.2793,0.0724,0.01869,0.0,0.0,0.0,0.0,7e-06,0.001083,0.027,1.0
9.52,13.55,3.434,0.7227,0.1442,0.02814,0.00544,0.0,0.0,6e-08,0.00391,0.728,4.824,6.367,0.392,0.4958,0.3054,0.01956,28.72,14.08,3.441,0.7227,0.1442,0.02814,0.00544,0.0,0.0,0.0,0.0,6e-08,5.38e-05,0.00396,1.0
12.33,14.586,2.512,0.3298,0.03958,0.004562,0.0005155,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.3936,0.347,0.2998,0.0203,31.52,15.12,2.52,0.33,0.03958,0.004562,0.0005155,0.0,0.0,0.0,0.0,0.0,2e-07,0.0001061,1.0
14.56,14.79,0.973,0.0393,0.001324,4.095e-05,1.2e-06,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.3953,0.1982,0.2942,0.02101,33.75,15.32,0.9814,0.03943,0.001326,4.095e-05,1.2e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
12.22,15.195,0.5635,0.0109,0.0001651,2.2e-06,0.0,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.397,0.1505,0.2886,0.02173,31.42,15.73,0.5713,0.01102,0.0001664,2.2e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9.82,17.5,3.207,0.4294,0.05154,0.005894,0.000656,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.3984,0.2993,0.283,0.02245,29.02,18.03,3.215,0.4294,0.05154,0.005894,0.000656,0.0,0.0,0.0,0.0,0.0,0.0,2.2e-06,1.0
6.617,16.64,5.195,1.325,0.3179,0.0742,0.01712,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4001,0.4482,0.2773,0.02316,25.81,17.17,5.203,1.325,0.3179,0.0742,0.01712,0.0,0.0,0.0,0.0,0.0,1e-06,0.0001644,1.0
4.08,15.43,6.28,2.207,0.746,0.2487,0.0824,0.0,0.0,6e-08,0.00391,0.728,4.824,6.367,0.4016,0.597,0.2717,0.0239,23.28,15.96,6.29,2.207,0.746,0.2487,0.0824,0.0,0.0,0.0,0.0,6e-08,2.91e-05,0.001341,1.0
2.918,15.11,6.75,2.64,1.0,0.3743,0.1395,0.0,0.0,6e-08,0.00391,0.728,4.824,6.367,0.4033,0.6543,0.266,0.02461,22.11,15.64,6.758,2.64,1.0,0.3743,0.1395,0.0,0.0,0.0,0.0,2.4e-07,5.47e-05,0.0018425,1.0
3.637,17.06,6.855,2.312,0.7407,0.2323,0.0722,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4048,0.5054,0.2605,0.02533,22.83,17.6,6.867,2.312,0.7407,0.2323,0.0722,0.0,0.0,0.0,0.0,0.0,1.2e-06,0.0001283,1.0
3.588,20.03,6.652,1.708,0.4026,0.0914,0.02034,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4065,0.3567,0.255,0.02605,22.78,20.56,6.66,1.708,0.4026,0.0914,0.02034,0.0,0.0,0.0,0.0,0.0,0.0,9e-07,1.0
0.2852,25.3,5.316,0.705,0.0789,0.00816,0.000808,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.408,0.2079,0.2493,0.02676,19.48,25.83,5.324,0.705,0.0789,0.00816,0.000808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5.527,30.23,4.152,0.2852,0.015015,0.000696,3.01e-05,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4097,0.141,0.2437,0.02748,13.67,30.77,4.164,0.2852,0.01502,0.000696,3.01e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.2483,23.16,8.11,2.06,0.4675,0.10077,0.02115,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4114,0.2898,0.2382,0.02821,18.95,23.69,8.12,2.06,0.4675,0.10077,0.02115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0581,19.19,9.06,3.492,1.262,0.444,0.1542,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4128,0.4385,0.2325,0.02893,19.14,19.72,9.07,3.492,1.262,0.444,0.1542,0.0,0.0,0.0,0.0,0.0,0.0,1.67e-06,1.0
0.8374,16.61,9.086,4.285,1.941,0.8667,0.3848,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4146,0.5874,0.2269,0.02965,18.36,17.14,9.09,4.285,1.941,0.8667,0.3848,0.0,0.0,0.0,0.0,0.0,6e-07,4.184e-05,1.0
1.52,15.69,9.164,4.703,2.34,1.151,0.5645,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.416,0.664,0.2213,0.02963,17.67,16.22,9.17,4.703,2.34,1.151,0.5645,0.0,0.0,0.0,0.0,0.0,2.5e-06,0.00010365,1.0
1.945,18.06,10.3,4.95,2.264,1.015,0.451,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4177,0.515,0.2157,0.02892,17.25,18.6,10.305,4.95,2.264,1.015,0.451,0.0,0.0,0.0,0.0,0.0,0.0,3.5e-06,1.0
3.709,21.7,11.81,5.016,1.961,0.7393,0.2737,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4192,0.3662,0.2101,0.0282,15.484,22.23,11.82,5.016,1.961,0.7393,0.2737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8.875,28.47,13.836,4.344,1.161,0.288,0.0686,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.421,0.2174,0.2045,0.02747,10.32,29.0,13.84,4.344,1.161,0.288,0.0686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
14.95,36.53,15.68,3.186,0.4866,0.06476,0.00798,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4224,0.1313,0.1989,0.02675,4.242,37.06,15.69,3.186,0.4866,0.06476,0.00798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8.03,25.0,15.23,6.65,2.582,0.95,0.3398,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.424,0.2803,0.1934,0.02603,11.164,25.53,15.234,6.65,2.582,0.95,0.3398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5.543,20.19,13.74,7.59,3.926,1.975,0.98,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4255,0.429,0.1877,0.02531,13.66,20.72,13.75,7.59,3.926,1.975,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4.797,17.39,12.52,7.758,4.613,2.703,1.572,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4272,0.5776,0.1821,0.0246,14.4,17.92,12.53,7.758,4.613,2.703,1.572,0.0,0.0,0.0,0.0,0.0,0.0,1.3e-06,1.0
4.848,16.11,11.984,7.855,4.996,3.145,1.972,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.429,0.6733,0.1765,0.02386,14.35,16.64,11.99,7.855,4.996,3.145,1.972,0.0,0.0,0.0,0.0,0.0,1e-07,7.33e-06,1.0
6.15,18.05,13.8,8.92,5.5,3.326,1.993,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4304,0.5244,0.1709,0.02315,13.05,18.58,13.805,8.92,5.5,3.326,1.993,0.0,0.0,0.0,0.0,0.0,0.0,1e-07,1.0
8.84,20.69,16.56,10.4,6.035,3.38,1.861,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4321,0.3757,0.1653,0.02243,10.35,21.22,16.56,10.4,6.035,3.38,1.861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
13.914,24.36,21.62,12.6,6.312,2.943,1.32,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4336,0.227,0.1597,0.02171,5.277,24.89,21.64,12.6,6.312,2.943,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18.3,26.23,30.06,15.234,5.66,1.809,0.5317,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4353,0.12177,0.154,0.021,0.8984,26.77,30.06,15.234,5.66,1.809,0.5317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
13.09,22.02,20.61,13.6,7.945,4.387,2.35,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4368,0.2705,0.1515,0.02028,6.105,22.55,20.61,13.6,7.945,4.387,2.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8.84,19.56,16.67,11.45,7.355,4.59,2.82,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4385,0.4194,0.1571,0.01955,10.35,20.1,16.69,11.45,7.355,4.59,2.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6.484,17.66,14.44,10.125,6.81,4.508,2.963,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.44,0.5684,0.1627,0.01883,12.71,18.2,14.445,10.125,6.81,4.508,2.963,0.0,0.0,0.0,0.0,0.0,0.0,2e-07,1.0
5.363,16.56,13.26,9.37,6.43,4.37,2.959,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4417,0.683,0.1683,0.01811,13.836,17.11,13.266,9.37,6.43,4.37,2.959,0.0,0.0,0.0,0.0,0.0,1e-07,4.8e-06,1.0
5.86,18.89,14.98,10.086,6.484,4.094,2.562,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4434,0.534,0.174,0.0174,13.336,19.42,14.984,10.086,6.484,4.094,2.562,0.0,0.0,0.0,0.0,0.0,0.0,2e-07,1.0
7.402,22.36,17.4,10.73,6.12,3.379,1.833,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4448,0.3855,0.1794,0.01668,11.79,22.9,17.42,10.73,6.12,3.379,1.833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11.36,28.42,21.22,10.63,4.613,1.87,0.7314,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4465,0.2367,0.185,0.01595,7.836,28.95,21.23,10.63,4.613,1.87,0.7314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
17.42,39.9,26.03,7.023,1.351,0.22,0.03268,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.448,0.1122,0.1907,0.01523,1.767,40.44,26.03,7.023,1.351,0.22,0.03268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9.16,28.53,19.67,9.484,4.023,1.608,0.623,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4497,0.261,0.1963,0.01451,10.04,29.06,19.69,9.484,4.023,1.608,0.623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4.703,23.34,16.42,9.3,4.91,2.514,1.269,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4512,0.4097,0.2019,0.013794,14.49,23.88,16.42,9.3,4.91,2.514,1.269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2.8,20.25,14.42,8.82,5.164,2.975,1.701,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.453,0.5586,0.2075,0.01307,16.39,20.78,14.43,8.82,5.164,2.975,1.701,0.0,0.0,0.0,0.0,0.0,0.0,3.16e-06,1.0
2.064,18.34,13.16,8.375,5.184,3.178,1.941,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4543,0.693,0.2131,0.01235,17.12,18.88,13.164,8.375,5.184,3.178,1.941,0.0,0.0,0.0,0.0,0.0,1.55e-06,6.586e-05,1.0
1.876,20.97,14.31,8.35,4.66,2.555,1.39,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.456,0.544,0.2188,0.011635,17.31,21.5,14.32,8.35,4.66,2.555,1.39,0.0,0.0,0.0,0.0,0.0,6e-08,4.35e-06,1.0
2.5,24.9,15.58,7.777,3.61,1.621,0.717,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4578,0.395,0.2242,0.01091,16.7,25.44,15.586,7.777,3.61,1.621,0.717,0.0,0.0,0.0,0.0,0.0,0.0,6e-08,1.0
