like1,parn,parD,parq,parLambda,simulation_0,simulation_1,simulation_2,simulation_3,simulation_4,simulation_5,simulation_6,simulation_7,simulation_8,simulation_9,simulation_10,simulation_11,simulation_12,simulation_13,simulation_14,simulation_15,simulation_16,simulation_17,simulation_18,chain
22.98,0.3416,0.6924,0.497,0.01633,19.23,0.6772,0.01509,0.0003068,6.1e-06,1e-07,0.0,0.0,0.0,6e-08,0.004112,0.617,4.668,6.418,5.934,3.043,0.711,0.10126,0.01006,1.0
-9.21,0.3035,0.6865,0.4314,0.01587,20.33,0.8306,0.02135,0.0005,1.14e-05,2.4e-07,0.0,0.0,0.0,6e-08,0.002348,0.4385,4.02,6.6,6.316,3.705,1.018,0.1697,0.01968,2.0
-31.7,0.3127,0.67,0.4185,0.01584,23.02,1.354,0.04938,0.001635,5.25e-05,1.67e-06,6e-08,0.0,0.0,0.0,0.0004716,0.1555,2.334,6.01,6.273,5.152,2.123,0.524,0.0892,3.0
-43.84,0.3755,0.6943,0.4534,0.01605,25.86,3.014,0.2224,0.014984,0.000982,6.38e-05,4.1e-06,0.0,0.0,0.0,6.527e-05,0.03168,0.7812,3.52,4.13,5.49,4.223,1.981,0.65,4.0
-12.72,0.328,0.676,0.464,0.01593,20.6,0.8325,0.021,0.0004811,1.07e-05,2.4e-07,0.0,0.0,0.0,0.0,0.001867,0.3926,3.863,6.63,6.383,3.82,1.066,0.1791,0.02081,0.0
-36.4,0.363,0.6807,0.471,0.01617,23.98,1.781,0.0828,0.003504,0.000144,5.84e-06,2.4e-07,0.0,0.0,0.0,0.0002682,0.0979,1.709,5.258,5.7,5.48,2.775,0.8496,0.1804,1.0
-13.3,0.3025,0.689,0.4536,0.01639,17.81,0.4858,0.00836,0.0001311,2e-06,6e-08,0.0,0.0,0.0,2e-07,0.00767,0.9307,5.6,6.07,5.35,2.258,0.412,0.04572,0.003534,2.0
-28.08,0.3547,0.6743,0.4827,0.015366,22.34,1.192,0.0396,0.001196,3.505e-05,1e-06,0.0,0.0,0.0,0.0,0.0007544,0.2133,2.803,6.395,6.52,4.89,1.808,0.4016,0.06168,3.0
-13.34,0.3484,0.6914,0.4915,0.01663,20.6,0.9053,0.02516,0.000638,1.574e-05,3.6e-07,0.0,0.0,0.0,0.0,0.002035,0.3875,3.693,6.383,6.176,3.799,1.111,0.198,0.02461,4.0
-15.21,0.328,0.6733,0.494,0.01541,17.69,0.4336,0.006615,9.16e-05,1.25e-06,0.0,0.0,0.0,0.0,1e-07,0.007404,0.975,5.94,6.26,5.47,2.21,0.3762,0.03848,0.00272,0.0
-43.75,0.3752,0.695,0.4536,0.01607,25.83,2.994,0.2198,0.01475,0.0009623,6.217e-05,4e-06,0.0,0.0,0.0,6.735e-05,0.03238,0.7925,3.545,4.152,5.492,4.2,1.96,0.639,1.0
-13.33,0.3042,0.6875,0.4302,0.01578,20.61,0.8853,0.02394,0.0005903,1.41e-05,3.6e-07,0.0,0.0,0.0,0.0,0.00207,0.4014,3.842,6.6,6.375,3.883,1.119,0.1958,0.02385,2.0
19.56,0.3035,0.6724,0.4434,0.015594,19.16,0.5986,0.01162,0.0002048,3.5e-06,6e-08,0.0,0.0,0.0,6e-08,0.00369,0.628,4.918,6.645,6.098,3.0,0.6523,0.0852,0.00768,3.0
24.86,0.322,0.6895,0.4697,0.01561,19.2,0.657,0.0142,0.0002797,5.36e-06,1e-07,0.0,0.0,0.0,6e-08,0.004246,0.6436,4.844,6.58,6.062,3.066,0.701,0.0976,0.00945,4.0
-13.266,0.305,0.669,0.4314,0.01628,20.64,0.8164,0.02002,0.0004454,9.6e-06,2e-07,0.0,0.0,0.0,0.0,0.001663,0.3723,3.781,6.574,6.34,3.8,1.055,0.1753,0.02008,0.0
23.73,0.326,0.678,0.475,0.01633,19.2,0.6284,0.01283,0.0002384,4.3e-06,6e-08,0.0,0.0,0.0,6e-08,0.00364,0.6025,4.72,6.473,5.965,2.994,0.672,0.09094,0.00853,1.0
-35.25,0.3164,0.6826,0.414,0.01578,23.7,1.683,0.0749,0.003036,0.00011957,4.65e-06,2e-07,0.0,0.0,0.0,0.0003393,0.11554,1.897,5.523,5.926,5.465,2.633,0.768,0.1555,2.0
-25.8,0.3225,0.674,0.4434,0.014824,21.97,1.092,0.03375,0.0009475,2.587e-05,7e-07,0.0,0.0,0.0,0.0,0.000961,0.2546,3.129,6.664,6.7,4.754,1.638,0.339,0.04852,3.0
13.47,0.3208,0.6895,0.4697,0.01657,18.94,0.6274,0.01311,0.0002496,4.65e-06,6e-08,0.0,0.0,0.0,6e-08,0.004513,0.6616,4.82,6.332,5.797,2.855,0.632,0.085,0.00797,4.0
19.38,0.328,0.6885,0.476,0.01622,19.36,0.683,0.0152,0.0003083,6.1e-06,1e-07,0.0,0.0,0.0,6e-08,0.003761,0.592,4.61,6.473,6.004,3.115,0.7354,0.1055,0.01055,0.0
21.4,0.3103,0.6636,0.453,0.01633,19.17,0.58,0.01081,0.0001826,3e-06,6e-08,0.0,0.0,0.0,6e-08,0.003212,0.5884,4.773,6.527,5.992,2.94,0.6323,0.0811,0.007145,1.0
14.44,0.3025,0.657,0.4407,0.01724,19.2,0.5693,0.01034,0.0001699,2.7e-06,6e-08,0.0,0.0,0.0,0.0,0.002792,0.5464,4.582,6.367,5.855,2.88,0.6177,0.07855,0.006836,2.0
-36.84,0.3179,0.684,0.4114,0.01575,24.08,1.84,0.0883,0.00386,0.000164,6.9e-06,3e-07,0.0,0.0,0.0,0.0002697,0.097,1.695,5.273,5.73,5.586,2.887,0.9043,0.1968,3.0
24.86,0.322,0.6895,0.4697,0.01561,19.2,0.657,0.0142,0.0002797,5.36e-06,1e-07,0.0,0.0,0.0,6e-08,0.004246,0.6436,4.844,6.58,6.062,3.066,0.701,0.0976,0.00945,4.0
17.75,0.3345,0.6533,0.4893,0.01616,19.12,0.543,0.00941,0.0001473,2.26e-06,6e-08,0.0,0.0,0.0,0.0,0.002977,0.5864,4.86,6.6,6.035,2.9,0.6016,0.0737,0.006176,0.0
-23.44,0.3284,0.68,0.453,0.01633,21.64,1.071,0.0332,0.000936,2.563e-05,7e-07,0.0,0.0,0.0,0.0,0.001084,0.2644,3.082,6.33,6.324,4.4,1.486,0.3035,0.04294,1.0
13.984,0.308,0.6875,0.4495,0.01698,19.06,0.642,0.013626,0.0002635,4.95e-06,1e-07,0.0,0.0,0.0,6e-08,0.004074,0.6206,4.656,6.273,5.773,2.895,0.6543,0.0898,0.008575,2.0
13.15,0.3289,0.658,0.4817,0.0154,19.12,0.551,0.00972,0.0001553,2.4e-06,6e-08,0.0,0.0,0.0,6e-08,0.003302,0.6206,5.016,6.742,6.156,2.953,0.614,0.0757,0.006393,3.0
11.945,0.3435,0.6772,0.4983,0.01546,19.5,0.659,0.013916,0.0002673,5e-06,1e-07,0.0,0.0,0.0,6e-08,0.003342,0.5776,4.703,6.703,6.223,3.217,0.748,0.1048,0.01017,4.0
-23.62,0.328,0.6567,0.4534,0.0162,21.72,0.964,0.02618,0.000644,1.54e-05,3.6e-07,0.0,0.0,0.0,0.0,0.00084,0.2473,3.113,6.492,6.473,4.402,1.414,0.2695,0.03513,0.0
-27.55,0.3103,0.6626,0.4233,0.01581,22.3,1.116,0.03442,0.0009623,2.61e-05,7e-07,0.0,0.0,0.0,0.0,0.000674,0.207,2.803,6.38,6.484,4.777,1.705,0.3628,0.053,1.0
-6.594,0.3088,0.6626,0.4407,0.01709,20.19,0.723,0.01596,0.0003192,6.2e-06,1e-07,0.0,0.0,0.0,0.0,0.001854,0.408,3.951,6.44,6.12,3.451,0.882,0.1343,0.01403,2.0
-28.53,0.3035,0.6606,0.4128,0.015594,22.45,1.142,0.03568,0.00101,2.77e-05,8e-07,0.0,0.0,0.0,0.0,0.000612,0.1958,2.734,6.39,6.523,4.895,1.782,0.3862,0.05743,3.0
20.98,0.321,0.6895,0.4697,0.01561,19.06,0.6377,0.01345,0.000259,4.8e-06,1e-07,0.0,0.0,0.0,6e-08,0.004536,0.6714,4.94,6.555,6.016,2.984,0.6675,0.0907,0.00859,4.0
22.6,0.328,0.6733,0.4788,0.01622,19.14,0.603,0.01182,0.0002105,3.64e-06,6e-08,0.0,0.0,0.0,6e-08,0.003624,0.6133,4.8,6.504,5.973,2.95,0.6455,0.08484,0.0077,0.0
-26.73,0.3103,0.6807,0.4792,0.01634,16.38,0.3362,0.004322,5.054e-05,6e-07,0.0,0.0,0.0,0.0,3e-07,0.013374,1.345,6.473,5.5,4.61,1.583,0.2216,0.01874,0.0011,1.0
-36.12,0.3025,0.6875,0.4841,0.01639,14.56,0.2239,0.002169,1.913e-05,2e-07,0.0,0.0,0.0,0.0,1.1e-06,0.03041,2.113,7.24,4.453,3.502,0.938,0.09674,0.00606,0.0002644,2.0
19.56,0.3035,0.6724,0.4434,0.015594,19.16,0.5986,0.01162,0.0002048,3.5e-06,6e-08,0.0,0.0,0.0,6e-08,0.00369,0.628,4.918,6.645,6.098,3.0,0.6523,0.0852,0.00768,3.0
23.52,0.3074,0.681,0.448,0.0157,19.23,0.6377,0.01324,0.00025,4.6e-06,6e-08,0.0,0.0,0.0,6e-08,0.003849,0.622,4.82,6.598,6.08,3.06,0.691,0.0943,0.00893,4.0
18.23,0.3123,0.659,0.4568,0.01622,19.1,0.555,0.00991,0.0001602,2.5e-06,6e-08,0.0,0.0,0.0,6e-08,0.0032,0.5996,4.86,6.555,5.996,2.89,0.605,0.07526,0.006413,0.0
14.9,0.3103,0.635,0.453,0.01633,19.25,0.507,0.00799,0.0001133,1.55e-06,0.0,0.0,0.0,0.0,0.0,0.002268,0.5312,4.773,6.668,6.11,2.918,0.589,0.0692,0.005497,1.0
-2.973,0.3025,0.699,0.4329,0.01588,19.98,0.8184,0.02132,0.0005074,1.174e-05,3e-07,0.0,0.0,0.0,6e-08,0.003113,0.5034,4.223,6.54,6.203,3.531,0.945,0.1548,0.01776,2.0
-36.88,0.3179,0.684,0.4114,0.01573,24.08,1.842,0.08844,0.00387,0.0001645,6.9e-06,3e-07,0.0,0.0,0.0,0.000269,0.0968,1.693,5.27,5.73,5.586,2.89,0.906,0.1973,3.0
24.86,0.322,0.6895,0.4697,0.01561,19.2,0.657,0.0142,0.0002797,5.36e-06,1e-07,0.0,0.0,0.0,6e-08,0.004246,0.6436,4.844,6.58,6.062,3.066,0.701,0.0976,0.00945,4.0
-4.496,0.3464,0.6904,0.495,0.0162,20.06,0.802,0.02023,0.0004659,1.043e-05,2.4e-07,0.0,0.0,0.0,6e-08,0.002716,0.4739,4.13,6.508,6.18,3.527,0.9395,0.1523,0.01721,0.0
-28.73,0.311,0.676,0.421,0.01646,22.44,1.244,0.04303,0.001351,4.125e-05,1.25e-06,6e-08,0.0,0.0,0.0,0.0006566,0.1901,2.572,6.06,6.22,4.797,1.837,0.4233,0.06744,1.0
-8.414,0.3025,0.679,0.45,0.01712,18.16,0.505,0.00877,0.0001388,2.15e-06,6e-08,0.0,0.0,0.0,1e-07,0.005733,0.7954,5.246,6.08,5.418,2.38,0.4531,0.05203,0.00414,2.0
17.62,0.3132,0.694,0.4575,0.01499,19.19,0.664,0.01456,0.0002913,5.66e-06,1e-07,0.0,0.0,0.0,6e-08,0.004646,0.676,4.98,6.688,6.16,3.105,0.7114,0.09937,0.00969,3.0
22.42,0.322,0.6895,0.4697,0.01541,19.22,0.6587,0.01424,0.0002806,5.36e-06,1e-07,0.0,0.0,0.0,6e-08,0.004265,0.6465,4.87,6.62,6.105,3.09,0.7075,0.0985,0.00956,4.0
15.09,0.3162,0.648,0.4622,0.01692,19.1,0.5283,0.00887,0.0001345,1.97e-06,0.0,0.0,0.0,0.0,0.0,0.002708,0.5596,4.73,6.457,5.902,2.824,0.579,0.0699,0.005737,0.0
-33.12,0.314,0.6626,0.4177,0.0157,23.33,1.393,0.05115,0.001702,5.496e-05,1.7e-06,6e-08,0.0,0.0,0.0,0.0003698,0.1357,2.191,5.95,6.26,5.31,2.26,0.5728,0.09973,1.0
-16.58,0.3142,0.6875,0.4407,0.01639,20.88,0.943,0.02684,0.000696,1.76e-05,4e-07,0.0,0.0,0.0,0.0,0.001729,0.353,3.555,6.426,6.27,3.977,1.205,0.2219,0.02844,2.0
-29.3,0.3113,0.664,0.4219,0.01569,22.58,1.194,0.03897,0.001152,3.31e-05,9.5e-07,0.0,0.0,0.0,0.0,0.000584,0.1864,2.635,6.293,6.46,4.953,1.861,0.4172,0.0643,3.0
24.86,0.322,0.6895,0.4697,0.01561,19.2,0.657,0.0142,0.0002797,5.36e-06,1e-07,0.0,0.0,0.0,6e-08,0.004246,0.6436,4.844,6.58,6.062,3.066,0.701,0.0976,0.00945,4.0
17.17,0.329,0.6553,0.4788,0.01622,19.36,0.577,0.01051,0.0001733,2.74e-06,6e-08,0.0,0.0,0.0,0.0,0.002705,0.5464,4.684,6.617,6.1,3.033,0.657,0.08435,0.0074,0.0
21.44,0.3362,0.6636,0.49,0.01614,19.25,0.589,0.01111,0.0001899,3.16e-06,6e-08,0.0,0.0,0.0,6e-08,0.003128,0.58,4.754,6.58,6.055,2.998,0.6523,0.0846,0.007538,1.0
-24.31,0.3025,0.6875,0.4163,0.01576,21.73,1.126,0.03674,0.001093,3.16e-05,9e-07,0.0,0.0,0.0,0.0,0.0011425,0.2676,3.088,6.4,6.418,4.543,1.579,0.3333,0.04898,2.0
-1.121,0.3083,0.6724,0.4434,0.015594,19.92,0.7065,0.01556,0.0003114,6e-06,1e-07,0.0,0.0,0.0,0.0,0.002558,0.494,4.39,6.73,6.336,3.447,0.851,0.1261,0.0129,3.0
4.34,0.322,0.679,0.4749,0.01561,18.69,0.56,0.01049,0.0001787,3e-06,6e-08,0.0,0.0,0.0,6e-08,0.004906,0.734,5.215,6.52,5.9,2.752,0.564,0.0698,0.005985,4.0
17.55,0.329,0.6553,0.4788,0.01675,19.31,0.574,0.01043,0.0001715,2.74e-06,6e-08,0.0,0.0,0.0,0.0,0.002676,0.539,4.61,6.492,5.984,2.969,0.6416,0.0821,0.007183,0.0
-9.08,0.3362,0.6636,0.4788,0.01614,20.36,0.746,0.01686,0.0003452,6.85e-06,1e-07,0.0,0.0,0.0,0.0,0.001838,0.4082,4.01,6.652,6.348,3.633,0.947,0.1472,0.01572,1.0
-9.09,0.3035,0.68,0.4312,0.01694,20.3,0.81,0.02023,0.00046,1.013e-05,2.4e-07,0.0,0.0,0.0,0.0,0.002087,0.4106,3.857,6.387,6.113,3.58,0.9756,0.1605,0.01831,2.0
-0.514,0.3025,0.699,0.4358,0.014626,19.83,0.779,0.01947,0.0004447,9.9e-06,2.4e-07,0.0,0.0,0.0,6e-08,0.003672,0.5703,4.59,6.824,6.418,3.535,0.9077,0.1427,0.01572,3.0
21.98,0.3135,0.6895,0.4563,0.01561,19.31,0.673,0.01479,0.0002966,5.8e-06,1e-07,0.0,0.0,0.0,6e-08,0.004036,0.6226,4.77,6.594,6.098,3.129,0.7285,0.10315,0.01018,4.0
17.64,0.329,0.6553,0.4788,0.01674,19.31,0.574,0.01044,0.0001715,2.74e-06,6e-08,0.0,0.0,0.0,0.0,0.002676,0.5396,4.613,6.5,5.99,2.97,0.642,0.0822,0.007195,0.0
-35.22,0.3618,0.6465,0.4746,0.01726,23.84,1.46,0.0542,0.001816,5.895e-05,1.9e-06,6e-08,0.0,0.0,0.0,0.000202,0.0938,1.772,5.39,5.785,5.242,2.387,0.6387,0.1163,1.0
-28.34,0.3105,0.6836,0.4216,0.015465,22.36,1.255,0.04425,0.001421,4.43e-05,1.4e-06,6e-08,0.0,0.0,0.0,0.0008016,0.2131,2.748,6.293,6.434,4.906,1.866,0.4297,0.0687,2.0
-44.78,0.3303,0.696,0.394,0.01584,26.12,3.248,0.256,0.01845,0.001293,8.97e-05,6.2e-06,0.0,0.0,0.0,5.186e-05,0.02638,0.6865,3.275,3.887,5.418,4.434,2.215,0.774,3.0
15.3,0.336,0.662,0.4883,0.01588,19.42,0.603,0.01152,0.0001996,3.34e-06,6e-08,0.0,0.0,0.0,0.0,0.002895,0.557,4.703,6.664,6.16,3.104,0.6885,0.0909,0.00824,4.0
12.74,0.329,0.6294,0.4788,0.01674,19.39,0.509,0.00794,0.0001116,1.5e-06,0.0,0.0,0.0,0.0,0.0,0.001946,0.4905,4.61,6.625,6.094,2.953,0.603,0.0714,0.00569,0.0
12.15,0.3362,0.6436,0.49,0.01749,19.19,0.5293,0.00882,0.0001326,1.9e-06,0.0,0.0,0.0,0.0,0.0,0.002386,0.5215,4.566,6.37,5.844,2.826,0.5845,0.0709,0.005836,1.0
11.836,0.324,0.6733,0.4705,0.01735,19.31,0.633,0.01289,0.0002389,4.3e-06,6e-08,0.0,0.0,0.0,6e-08,0.0031,0.547,4.457,6.29,5.82,2.969,0.676,0.09247,0.008736,2.0
-20.81,0.3076,0.6704,0.428,0.01639,21.34,0.957,0.02663,0.0006723,1.65e-05,4e-07,0.0,0.0,0.0,0.0,0.001157,0.2888,3.291,6.445,6.367,4.203,1.318,0.2478,0.03214,3.0
17.72,0.3125,0.6895,0.4534,0.01637,19.38,0.688,0.01541,0.000315,6.26e-06,1e-07,0.0,0.0,0.0,6e-08,0.003723,0.585,4.57,6.438,5.977,3.113,0.739,0.10657,0.01072,4.0
-36.22,0.368,0.6553,0.4788,0.01738,24.05,1.602,0.0652,0.002401,8.57e-05,3.04e-06,1e-07,0.0,0.0,0.0,0.0001891,0.0853,1.635,5.16,5.59,5.285,2.559,0.734,0.1438,0.0
17.97,0.3354,0.677,0.4875,0.01682,19.27,0.635,0.01304,0.0002437,4.4e-06,6e-08,0.0,0.0,0.0,6e-08,0.003386,0.5747,4.582,6.383,5.9,2.99,0.678,0.0927,0.008766,1.0
22.94,0.3025,0.6875,0.4407,0.01639,19.19,0.655,0.01408,0.0002759,5.25e-06,1e-07,0.0,0.0,0.0,6e-08,0.004005,0.6177,4.7,6.414,5.918,2.998,0.6865,0.0955,0.00925,2.0
-11.77,0.3035,0.6724,0.4302,0.0163,20.52,0.809,0.01982,0.000441,9.54e-06,2e-07,0.0,0.0,0.0,0.0,0.001813,0.3894,3.848,6.562,6.31,3.74,1.026,0.1692,0.01924,3.0
10.92,0.3145,0.674,0.459,0.01482,19.3,0.616,0.012245,0.0002211,3.9e-06,6e-08,0.0,0.0,0.0,6e-08,0.00371,0.632,4.99,6.832,6.285,3.133,0.694,0.09235,0.00849,4.0
17.0,0.329,0.698,0.4788,0.01674,19.17,0.6895,0.01575,0.000329,6.7e-06,1e-07,0.0,0.0,0.0,6e-08,0.004333,0.622,4.61,6.3,5.824,2.994,0.705,0.10156,0.01025,0.0
-24.05,0.3518,0.6294,0.4873,0.01614,21.83,0.849,0.01967,0.0004096,8.2e-06,2e-07,0.0,0.0,0.0,0.0,0.0006003,0.2242,3.123,6.66,6.625,4.4,1.332,0.2339,0.02763,1.0
-23.16,0.3193,0.6875,0.4407,0.01639,21.58,1.098,0.03516,0.001026,2.915e-05,8.3e-07,0.0,0.0,0.0,0.0,0.001185,0.2725,3.088,6.28,6.277,4.375,1.494,0.3096,0.04465,2.0
12.06,0.3127,0.674,0.4565,0.014915,19.28,0.614,0.01215,0.0002186,3.8e-06,6e-08,0.0,0.0,0.0,6e-08,0.003708,0.6313,4.98,6.81,6.26,3.115,0.688,0.0913,0.00837,3.0
-34.8,0.3462,0.666,0.4563,0.015366,23.7,1.527,0.06082,0.002197,7.695e-05,2.7e-06,1e-07,0.0,0.0,0.0,0.0003142,0.11896,2.016,5.8,6.184,5.52,2.516,0.6846,0.1282,4.0
-10.09,0.3037,0.6553,0.4321,0.01617,20.42,0.7246,0.01572,0.0003085,5.84e-06,1e-07,0.0,0.0,0.0,0.0,0.00162,0.3896,3.977,6.688,6.383,3.648,0.941,0.1438,0.015015,0.0
11.77,0.3374,0.6455,0.49,0.01614,19.48,0.562,0.00982,0.0001549,2.4e-06,6e-08,0.0,0.0,0.0,0.0,0.002321,0.5156,4.64,6.69,6.184,3.08,0.6626,0.08374,0.007195,1.0
-26.38,0.3225,0.696,0.4407,0.01528,22.0,1.234,0.0439,0.001427,4.51e-05,1.43e-06,6e-08,0.0,0.0,0.0,0.001096,0.252,2.963,6.383,6.46,4.77,1.761,0.3972,0.0626,2.0
12.29,0.3127,0.674,0.4565,0.01493,19.28,0.6133,0.012146,0.0002186,3.8e-06,6e-08,0.0,0.0,0.0,6e-08,0.003706,0.631,4.977,6.805,6.258,3.113,0.6875,0.09125,0.00837,3.0
-23.12,0.308,0.6963,0.4265,0.01464,21.55,1.112,0.03644,0.00109,3.17e-05,9e-07,0.0,0.0,0.0,0.0,0.001489,0.3135,3.377,6.68,6.65,4.586,1.557,0.3228,0.0468,4.0
17.19,0.329,0.6523,0.4788,0.01674,19.33,0.5664,0.010124,0.0001636,2.56e-06,6e-08,0.0,0.0,0.0,0.0,0.002584,0.5337,4.613,6.51,6.0,2.969,0.6377,0.08093,0.007008,0.0
12.94,0.337,0.651,0.4924,0.01547,19.23,0.5444,0.009384,0.0001463,2.2e-06,6e-08,0.0,0.0,0.0,0.0,0.00288,0.585,4.934,6.78,6.21,3.0,0.6245,0.0767,0.006424,1.0
13.54,0.3154,0.6562,0.4597,0.01733,19.2,0.567,0.01024,0.0001675,2.7e-06,6e-08,0.0,0.0,0.0,0.0,0.002756,0.543,4.566,6.348,5.84,2.871,0.6143,0.07794,0.00676,2.0
-29.94,0.3035,0.6724,0.4097,0.015594,22.67,1.269,0.0441,0.001392,4.27e-05,1.3e-06,6e-08,0.0,0.0,0.0,0.000601,0.1831,2.568,6.22,6.41,5.027,1.959,0.458,0.074,3.0
14.6,0.3418,0.6694,0.4978,0.01539,19.38,0.6157,0.01212,0.0002168,3.76e-06,6e-08,0.0,0.0,0.0,6e-08,0.003294,0.592,4.824,6.734,6.22,3.127,0.6973,0.0931,0.00857,4.0
-18.88,0.3423,0.6543,0.4788,0.01674,21.16,0.8496,0.02084,0.0004625,9.95e-06,2.4e-07,0.0,0.0,0.0,0.0,0.00106,0.2915,3.393,6.49,6.355,4.02,1.177,0.2037,0.02411,0.0
16.88,0.3254,0.6636,0.4749,0.0169,19.12,0.5776,0.01075,0.0001814,3e-06,6e-08,0.0,0.0,0.0,6e-08,0.00316,0.5786,4.684,6.4,5.87,2.877,0.6177,0.07916,0.00696,1.0
-34.34,0.3025,0.6875,0.3987,0.01502,23.48,1.627,0.071,0.002823,0.00010914,4.2e-06,2e-07,0.0,0.0,0.0,0.0004344,0.136,2.098,5.816,6.18,5.516,2.564,0.7236,0.1422,2.0
12.76,0.3254,0.6475,0.4763,0.015594,19.16,0.526,0.00876,0.0001317,1.9e-06,0.0,0.0,0.0,0.0,0.0,0.002867,0.591,4.973,6.754,6.168,2.936,0.598,0.0717,0.005848,3.0
-39.1,0.32,0.687,0.4067,0.01585,24.61,2.115,0.1145,0.005646,0.0002706,1.28e-05,6e-07,0.0,0.0,0.0,0.0001848,0.0724,1.394,4.81,5.34,5.676,3.28,1.149,0.2805,4.0
14.85,0.329,0.654,0.4788,0.01593,19.39,0.5757,0.01044,0.0001711,2.74e-06,6e-08,0.0,0.0,0.0,0.0,0.002682,0.548,4.727,6.69,6.17,3.068,0.664,0.085,0.00744,0.0
-17.39,0.349,0.6323,0.491,0.01709,21.03,0.7383,0.01549,0.0002923,5.3e-06,1e-07,0.0,0.0,0.0,0.0,0.000873,0.2825,3.459,6.543,6.363,3.857,1.046,0.1648,0.01752,1.0
-41.88,0.325,0.695,0.4014,0.01593,25.31,2.611,0.1708,0.0102,0.000592,3.41e-05,1.97e-06,0.0,0.0,0.0,0.00010973,0.04703,1.025,4.09,4.68,5.64,3.842,1.598,0.464,2.0
19.56,0.3035,0.6724,0.4434,0.015594,19.16,0.5986,0.01162,0.0002048,3.5e-06,6e-08,0.0,0.0,0.0,6e-08,0.00369,0.628,4.918,6.645,6.098,3.0,0.6523,0.0852,0.00768,3.0
-18.4,0.3254,0.6895,0.4563,0.014946,21.03,0.968,0.02809,0.000744,1.913e-05,5e-07,0.0,0.0,0.0,0.0,0.001794,0.3652,3.697,6.746,6.598,4.227,1.3,0.243,0.03165,4.0
-26.95,0.3098,0.6523,0.4233,0.01674,22.22,1.053,0.03038,0.000793,2e-05,5e-07,0.0,0.0,0.0,0.0,0.000587,0.1959,2.736,6.242,6.33,4.598,1.595,0.327,0.04575,0.0
17.64,0.3113,0.683,0.4558,0.01614,19.0,0.6133,0.01242,0.0002291,4.1e-06,6e-08,0.0,0.0,0.0,6e-08,0.004276,0.6577,4.887,6.453,5.906,2.896,0.6343,0.08405,0.007732,1.0
-16.44,0.306,0.6733,0.43,0.01639,20.89,0.8813,0.02312,0.000551,1.276e-05,3e-07,0.0,0.0,0.0,0.0,0.001502,0.3413,3.582,6.504,6.332,3.951,1.158,0.2039,0.02478,2.0
12.46,0.3318,0.6523,0.485,0.01539,19.23,0.547,0.009476,0.0001485,2.26e-06,6e-08,0.0,0.0,0.0,0.0,0.002953,0.5913,4.957,6.79,6.22,3.004,0.6255,0.077,0.00647,3.0
-5.6,0.319,0.6895,0.4563,0.01561,20.12,0.8022,0.02017,0.0004625,1.03e-05,2.4e-07,0.0,0.0,0.0,6e-08,0.00272,0.48,4.207,6.652,6.32,3.611,0.962,0.1558,0.01758,4.0
-13.81,0.3481,0.631,0.4927,0.01718,20.72,0.683,0.01343,0.0002375,4.05e-06,6e-08,0.0,0.0,0.0,0.0,0.001002,0.3125,3.654,6.566,6.316,3.662,0.9375,0.1393,0.01393,0.0
9.914,0.3362,0.6274,0.488,0.01724,19.47,0.514,0.00808,0.00011396,1.55e-06,0.0,0.0,0.0,0.0,0.0,0.001778,0.4634,4.46,6.535,6.03,2.955,0.6113,0.0732,0.00589,1.0
-14.17,0.3047,0.676,0.4294,0.017,20.67,0.859,0.02225,0.000524,1.2e-05,3e-07,0.0,0.0,0.0,0.0,0.001653,0.3572,3.613,6.37,6.168,3.773,1.082,0.1868,0.0223,2.0
-34.47,0.3157,0.694,0.415,0.015144,23.48,1.682,0.07623,0.003153,0.0001268,5.07e-06,2e-07,0.0,0.0,0.0,0.0004497,0.1353,2.06,5.727,6.098,5.5,2.604,0.752,0.1517,3.0
12.586,0.3145,0.6763,0.4585,0.01493,19.3,0.6255,0.012634,0.0002321,4.1e-06,6e-08,0.0,0.0,0.0,6e-08,0.00376,0.63,4.953,6.797,6.258,3.135,0.7,0.0941,0.00876,4.0
9.01,0.33,0.634,0.4788,0.01674,19.55,0.5396,0.0089,0.0001323,1.9e-06,0.0,0.0,0.0,0.0,0.0,0.001896,0.4727,4.492,6.625,6.133,3.053,0.648,0.08,0.00667,0.0
-31.08,0.3577,0.647,0.4802,0.0171,22.95,1.204,0.03827,0.001099,3.05e-05,8.3e-07,0.0,0.0,0.0,0.0,0.000354,0.1404,2.268,5.895,6.13,4.902,1.91,0.4375,0.0682,1.0
-28.42,0.3105,0.681,0.4216,0.01544,22.38,1.245,0.04337,0.001375,4.24e-05,1.3e-06,6e-08,0.0,0.0,0.0,0.0007777,0.211,2.746,6.31,6.45,4.914,1.862,0.4265,0.0678,2.0
17.69,0.3035,0.6973,0.4434,0.01497,19.14,0.6694,0.01488,0.0003018,5.96e-06,1e-07,0.0,0.0,0.0,1e-07,0.0049,0.6904,5.004,6.67,6.14,3.094,0.7095,0.09955,0.00977,3.0
7.176,0.3135,0.6924,0.453,0.01561,19.64,0.7334,0.01732,0.0003734,7.8e-06,2e-07,0.0,0.0,0.0,6e-08,0.003546,0.565,4.535,6.617,6.19,3.33,0.8247,0.1246,0.01312,4.0
19.08,0.329,0.6724,0.4788,0.01674,19.27,0.62,0.01241,0.0002255,4e-06,6e-08,0.0,0.0,0.0,6e-08,0.003279,0.5728,4.613,6.414,5.918,2.98,0.668,0.08984,0.00835,0.0
